Scheme	Time (s)	Delay (ms)
bbr	3.223403	36.12
bbr	3.224562	37.25
bbr	3.225694	38.35
bbr	3.226825	38.02
bbr	3.227286	35.86
bbr	3.228349	36.86
bbr	3.229477	37.96
bbr	3.230609	35.40
bbr	3.231737	36.49
bbr	3.232159	36.88
bbr	3.233334	38.03
bbr	3.234514	35.49
bbr	3.235592	36.53
bbr	3.236719	37.63
bbr	3.237850	38.74
bbr	3.238980	36.06
bbr	3.240110	37.15
bbr	3.240156	37.17
bbr	3.241247	38.23
bbr	3.242389	35.65
bbr	3.243515	36.74
bbr	3.244644	37.84
bbr	3.245769	38.94
bbr	3.246915	36.25
bbr	3.248028	37.33
bbr	3.249164	38.44
bbr	3.249308	38.56
bbr	3.250476	35.89
bbr	3.251485	36.86
bbr	3.252618	37.97
bbr	3.253746	34.27
bbr	3.255011	35.50
bbr	3.256101	36.56
bbr	3.256150	36.59
bbr	3.257239	37.65
bbr	3.258907	35.63
bbr	3.260017	36.70
bbr	3.260576	37.24
bbr	3.261704	38.34
bbr	3.262836	35.81
bbr	3.263962	36.89
bbr	3.265101	38.00
bbr	3.265233	38.11
bbr	3.266085	34.10
bbr	3.267217	35.19
bbr	3.268344	36.29
bbr	3.269469	37.39
bbr	3.270599	38.49
bbr	3.271590	13.96
bbr	3.272716	15.05
bbr	3.273846	13.44
bbr	3.274989	14.54
bbr	3.276121	10.21
bbr	3.276168	10.21
bbr	3.277084	5.67
bbr	3.278218	6.75
bbr	3.280124	3.22
bbr	3.280177	3.22
bbr	3.281943	3.15
bbr	3.282735	3.89
bbr	3.283860	3.18
bbr	3.284624	3.90
bbr	3.285751	3.19
bbr	3.286523	3.92
bbr	3.287702	3.25
bbr	3.288398	3.90
bbr	3.289522	3.18
bbr	3.290337	3.94
bbr	3.291457	3.22
bbr	3.292207	3.92
bbr	3.293366	3.24
bbr	3.294080	3.91
bbr	3.295207	3.18
bbr	3.297082	5.01
bbr	3.297219	5.12
bbr	3.298964	6.84
bbr	3.299784	5.88
bbr	3.300910	6.96
bbr	3.301242	5.45
bbr	3.302377	6.52
bbr	3.303853	6.17
bbr	3.304979	7.25
bbr	3.305341	5.77
bbr	3.306484	6.86
bbr	3.307826	6.75
bbr	3.308981	7.86
bbr	3.309687	7.10
bbr	3.310815	8.18
bbr	3.311570	6.40
bbr	3.312800	7.58
bbr	3.313455	5.76
bbr	3.314607	6.83
bbr	3.315356	5.83
bbr	3.316482	6.91
bbr	3.317251	5.84
bbr	3.318379	6.92
bbr	3.319126	5.83
bbr	3.320258	6.92
bbr	3.322133	6.95
bbr	3.322182	6.95
bbr	3.324011	6.93
bbr	3.324834	7.70
bbr	3.325960	7.00
bbr	3.326682	7.67
bbr	3.327823	6.97
bbr	3.328575	7.68
bbr	3.329698	6.96
bbr	3.330504	7.71
bbr	3.331628	6.99
bbr	3.333109	8.42
bbr	3.333236	6.72
bbr	3.334646	8.09
bbr	3.336123	7.72
bbr	3.336172	7.72
bbr	3.337256	6.93
bbr	3.338685	8.31
bbr	3.340028	8.22
bbr	3.340185	8.29
bbr	3.341312	7.99
bbr	3.343015	9.64
bbr	3.343812	8.97
bbr	3.344937	10.03
bbr	3.345700	8.30
bbr	3.346831	9.36
bbr	3.347587	7.67
bbr	3.348717	8.72
bbr	3.349473	7.72
bbr	3.350644	8.85
bbr	3.351372	7.73
bbr	3.352499	8.81
bbr	3.353265	7.73
bbr	3.354401	8.82
bbr	3.355143	7.72
bbr	3.356279	8.81
bbr	3.358145	8.84
bbr	3.358194	8.84
bbr	3.360024	8.82
bbr	3.360863	9.61
bbr	3.361990	8.89
bbr	3.362703	9.55
bbr	3.363830	8.86
bbr	3.364179	9.16
bbr	3.365303	8.44
bbr	3.366804	9.89
bbr	3.367930	9.18
bbr	3.368256	9.45
bbr	3.369411	8.77
bbr	3.370793	10.11
bbr	3.371955	9.43
bbr	3.372679	10.10
bbr	3.373808	9.78
bbr	3.374625	10.56
bbr	3.375752	10.20
bbr	3.376558	10.97
bbr	3.377684	9.58
bbr	3.378553	10.36
bbr	3.379678	9.02
bbr	3.380430	9.73
bbr	3.381557	10.83
bbr	3.382385	11.63
bbr	3.383510	10.99
bbr	3.384312	11.75
bbr	3.385437	10.98
bbr	3.386249	11.75
bbr	3.387375	10.98
bbr	3.388246	11.81
bbr	3.389342	10.96
bbr	3.390158	11.73
bbr	3.391282	11.01
bbr	3.392070	11.76
bbr	3.393195	10.98
bbr	3.395109	12.83
bbr	3.395267	11.12
bbr	3.396654	12.46
bbr	3.397121	11.03
bbr	3.398275	12.14
bbr	3.399377	11.35
bbr	3.400857	12.79
bbr	3.401986	12.02
bbr	3.402393	12.39
bbr	3.403501	11.60
bbr	3.404205	12.26
bbr	3.405459	11.62
bbr	3.406166	12.28
bbr	3.407287	11.89
bbr	3.408088	12.65
bbr	3.409213	12.26
bbr	3.410072	13.08
bbr	3.411200	11.64
bbr	3.413064	13.41
bbr	3.413215	11.08
bbr	3.415005	12.79
bbr	3.415842	11.80
bbr	3.416969	12.88
bbr	3.417793	11.80
bbr	3.418971	12.93
bbr	3.419717	11.79
bbr	3.420844	12.87
bbr	3.421655	11.79
bbr	3.422792	12.89
bbr	3.423596	11.79
bbr	3.424724	12.87
bbr	3.425137	11.40
bbr	3.426355	12.57
bbr	3.427807	12.13
bbr	3.428933	13.21
bbr	3.429273	11.65
bbr	3.430423	12.75
bbr	3.431547	11.99
bbr	3.433025	13.42
bbr	3.433794	12.30
bbr	3.434947	13.41
bbr	3.435755	12.33
bbr	3.436886	13.41
bbr	3.437677	12.70
bbr	3.438808	13.79
bbr	3.439624	13.09
bbr	3.440751	14.17
bbr	3.441547	12.44
bbr	3.442688	13.53
bbr	3.443497	11.80
bbr	3.444631	12.84
bbr	3.445431	11.79
bbr	3.446561	12.88
bbr	3.447369	11.78
bbr	3.448498	12.86
bbr	3.449381	11.87
bbr	3.450511	12.95
bbr	3.451244	11.79
bbr	3.453099	13.59
bbr	3.453231	11.84
bbr	3.454244	12.81
bbr	3.455854	12.53
bbr	3.457106	13.73
bbr	3.457243	11.98
bbr	3.458245	12.93
bbr	3.459844	12.64
bbr	3.461012	13.76
bbr	3.462153	13.01
bbr	3.462479	13.29
bbr	3.463651	12.57
bbr	3.464410	13.28
bbr	3.465541	13.71
bbr	3.466395	14.52
bbr	3.467521	13.14
bbr	3.468307	13.88
bbr	3.469572	13.81
bbr	3.470274	14.47
bbr	3.471394	12.99
bbr	3.472263	13.82
bbr	3.473365	13.60
bbr	3.474157	14.36
bbr	3.475287	12.90
bbr	3.476128	13.70
bbr	3.477253	13.00
bbr	3.479167	14.87
bbr	3.479297	13.10
bbr	3.480301	14.06
bbr	3.481915	13.77
bbr	3.483112	14.92
bbr	3.483260	13.16
bbr	3.484291	14.14
bbr	3.485859	13.82
bbr	3.487038	14.95
bbr	3.487183	13.19
bbr	3.488191	14.16
bbr	3.489830	13.89
bbr	3.491009	15.01
bbr	3.492143	14.25
bbr	3.492193	14.25
bbr	3.493727	13.25
bbr	3.494455	13.94
bbr	3.495580	13.74
bbr	3.496396	14.52
bbr	3.497524	13.10
bbr	3.498342	13.88
bbr	3.499517	13.74
bbr	3.500257	14.44
bbr	3.501384	13.02
bbr	3.502221	13.82
bbr	3.503344	13.60
bbr	3.504155	14.37
bbr	3.505280	12.94
bbr	3.506119	13.74
bbr	3.507251	12.98
bbr	3.509161	14.84
bbr	3.509305	13.08
bbr	3.510329	14.05
bbr	3.511933	13.79
bbr	3.513108	14.92
bbr	3.513243	13.15
bbr	3.514249	14.11
bbr	3.515860	13.81
bbr	3.517100	15.01
bbr	3.517237	13.24
bbr	3.518245	14.21
bbr	3.519820	13.88
bbr	3.520999	15.01
bbr	3.522138	14.24
bbr	3.522474	14.53
bbr	3.523626	13.14
bbr	3.524440	13.91
bbr	3.525572	13.72
bbr	3.526400	14.51
bbr	3.527525	13.12
bbr	3.528653	14.21
bbr	3.529779	14.00
bbr	3.530194	14.38
bbr	3.531319	12.93
bbr	3.532813	14.38
bbr	3.533943	14.19
bbr	3.534289	14.50
bbr	3.535451	13.08
bbr	3.536893	14.48
bbr	3.537270	13.00
bbr	3.538409	14.09
bbr	3.539535	13.32
bbr	3.541002	14.71
bbr	3.542164	12.19
bbr	3.542457	12.45
bbr	3.543828	12.27
bbr	3.544991	13.39
bbr	3.546129	12.01
bbr	3.546449	12.29
bbr	3.547608	11.98
bbr	3.549031	13.36
bbr	3.549168	12.07
bbr	3.550486	13.35
bbr	3.551628	11.92
bbr	3.553070	13.32
bbr	3.553215	10.87
bbr	3.554226	11.84
bbr	3.555832	12.08
bbr	3.556526	12.74
bbr	3.557657	11.32
bbr	3.558528	12.14
bbr	3.559652	11.87
bbr	3.560516	12.70
bbr	3.561677	11.30
bbr	3.562544	12.13
bbr	3.563673	11.85
bbr	3.564551	12.69
bbr	3.565678	11.21
bbr	3.566575	12.07
bbr	3.567701	11.35
bbr	3.568596	12.19
bbr	3.569724	11.39
bbr	3.570620	12.23
bbr	3.571744	11.39
bbr	3.572643	12.25
bbr	3.573771	11.40
bbr	3.574646	12.22
bbr	3.575777	11.39
bbr	3.576665	12.23
bbr	3.577792	11.38
bbr	3.578699	12.24
bbr	3.579826	11.39
bbr	3.580332	11.86
bbr	3.581455	11.01
bbr	3.583018	12.53
bbr	3.584152	11.69
bbr	3.584336	11.83
bbr	3.585788	11.30
bbr	3.586953	12.43
bbr	3.587296	10.79
bbr	3.588428	11.88
bbr	3.589320	10.80
bbr	3.590450	11.88
bbr	3.591342	11.21
bbr	3.592470	12.29
bbr	3.593399	11.65
bbr	3.594528	12.73
bbr	3.595374	10.94
bbr	3.596507	12.02
bbr	3.597393	10.26
bbr	3.598528	11.35
bbr	3.599410	10.26
bbr	3.600537	11.34
bbr	3.601428	10.25
bbr	3.602558	11.33
bbr	3.603448	10.26
bbr	3.604576	11.34
bbr	3.605461	10.25
bbr	3.606591	11.33
bbr	3.607475	10.25
bbr	3.608648	11.38
bbr	3.609491	10.25
bbr	3.610628	11.34
bbr	3.611522	10.26
bbr	3.612656	11.35
bbr	3.613144	9.86
bbr	3.614277	10.95
bbr	3.615846	10.54
bbr	3.616971	11.62
bbr	3.617431	10.12
bbr	3.618559	11.20
bbr	3.619684	10.35
bbr	3.620119	10.74
bbr	3.621290	9.94
bbr	3.622142	10.74
bbr	3.623272	10.30
bbr	3.624140	11.12
bbr	3.625266	10.69
bbr	3.626182	11.55
bbr	3.627312	10.04
bbr	3.628160	10.84
bbr	3.629306	9.35
bbr	3.630183	10.18
bbr	3.631311	11.28
bbr	3.632212	12.15
bbr	3.633336	11.36
bbr	3.634199	12.17
bbr	3.635325	11.35
bbr	3.636217	12.19
bbr	3.637342	11.34
bbr	3.638243	12.19
bbr	3.639379	11.38
bbr	3.640287	12.24
bbr	3.641410	11.39
bbr	3.642334	12.27
bbr	3.643428	11.39
bbr	3.644941	12.85
bbr	3.646064	12.02
bbr	3.646364	12.28
bbr	3.647696	11.64
bbr	3.648158	12.06
bbr	3.649282	11.21
bbr	3.650398	12.28
bbr	3.651945	11.87
bbr	3.652861	12.74
bbr	3.653987	11.90
bbr	3.654868	12.73
bbr	3.655994	12.30
bbr	3.656875	13.15
bbr	3.658001	11.77
bbr	3.658918	12.60
bbr	3.660040	12.04
bbr	3.660238	12.20
bbr	3.662034	11.35
bbr	3.662943	12.21
bbr	3.664119	11.43
bbr	3.664302	11.54
bbr	3.666029	11.32
bbr	3.666967	12.22
bbr	3.668100	11.38
bbr	3.668292	11.53
bbr	3.670081	11.35
bbr	3.670137	11.36
bbr	3.672105	11.35
bbr	3.672158	11.36
bbr	3.674097	11.34
bbr	3.674148	11.35
bbr	3.675102	10.33
bbr	3.676227	11.41
bbr	3.677735	10.96
bbr	3.678222	11.40
bbr	3.679390	10.60
bbr	3.680519	11.68
bbr	3.682002	11.20
bbr	3.683140	12.28
bbr	3.683275	10.45
bbr	3.684684	11.81
bbr	3.685596	10.76
bbr	3.686731	11.81
bbr	3.687608	11.17
bbr	3.688737	12.25
bbr	3.689616	11.56
bbr	3.690749	12.65
bbr	3.691646	10.92
bbr	3.692771	12.00
bbr	3.693660	10.24
bbr	3.694789	11.32
bbr	3.695655	10.23
bbr	3.696822	11.35
bbr	3.697664	10.22
bbr	3.698802	11.31
bbr	3.699685	10.23
bbr	3.700816	11.32
bbr	3.701709	10.23
bbr	3.702837	11.31
bbr	3.703708	10.22
bbr	3.704312	10.77
bbr	3.705440	9.95
bbr	3.706901	11.36
bbr	3.708014	10.51
bbr	3.708382	10.83
bbr	3.709509	9.99
bbr	3.710952	11.38
bbr	3.712090	10.55
bbr	3.712356	10.77
bbr	3.713636	10.09
bbr	3.714600	11.01
bbr	3.715727	11.57
bbr	3.716619	12.42
bbr	3.717747	12.12
bbr	3.718613	12.95
bbr	3.719760	11.54
bbr	3.720618	12.36
bbr	3.721753	12.07
bbr	3.722647	12.93
bbr	3.723772	11.50
bbr	3.724660	12.35
bbr	3.725783	11.36
bbr	3.726664	12.19
bbr	3.727791	11.35
bbr	3.728675	12.19
bbr	3.729805	11.36
bbr	3.730739	12.24
bbr	3.731874	11.41
bbr	3.732694	12.19
bbr	3.733820	11.34
bbr	3.734716	12.19
bbr	3.735840	11.35
bbr	3.736723	12.18
bbr	3.737849	11.35
bbr	3.738744	12.20
bbr	3.739867	11.36
bbr	3.740344	11.79
bbr	3.741472	10.95
bbr	3.743065	12.49
bbr	3.743213	10.68
bbr	3.744220	11.64
bbr	3.745778	11.23
bbr	3.746924	12.33
bbr	3.747358	10.80
bbr	3.748488	11.88
bbr	3.749375	10.80
bbr	3.750505	11.88
bbr	3.751353	11.17
bbr	3.752485	12.26
bbr	3.753365	11.57
bbr	3.754501	12.67
bbr	3.755385	10.87
bbr	3.756514	11.96
bbr	3.757391	10.22
bbr	3.758520	11.30
bbr	3.759403	10.23
bbr	3.760530	11.30
bbr	3.761440	10.25
bbr	3.762569	11.33
bbr	3.763429	10.23
bbr	3.764562	11.31
bbr	3.765445	10.23
bbr	3.766579	11.31
bbr	3.767457	10.23
bbr	3.768587	11.31
bbr	3.769468	10.23
bbr	3.770599	11.31
bbr	3.771542	10.29
bbr	3.772666	11.36
bbr	3.773130	9.86
bbr	3.774293	10.98
bbr	3.775860	10.58
bbr	3.776984	11.66
bbr	3.777465	10.17
bbr	3.778609	11.27
bbr	3.779742	10.44
bbr	3.780176	10.83
bbr	3.781300	9.95
bbr	3.782285	10.88
bbr	3.783367	10.40
bbr	3.784191	11.18
bbr	3.785320	10.73
bbr	3.786232	11.59
bbr	3.787397	10.09
bbr	3.788232	10.88
bbr	3.789358	9.35
bbr	3.790287	10.23
bbr	3.791384	9.37
bbr	3.792266	10.21
bbr	3.793430	9.40
bbr	3.794377	10.30
bbr	3.795503	9.45
bbr	3.796301	10.20
bbr	3.797429	11.30
bbr	3.798357	12.21
bbr	3.799482	11.41
bbr	3.800342	12.23
bbr	3.801466	11.37
bbr	3.802380	12.24
bbr	3.803500	11.39
bbr	3.805071	12.92
bbr	3.805220	11.09
bbr	3.806230	12.05
bbr	3.807805	11.66
bbr	3.808281	12.10
bbr	3.809408	11.24
bbr	3.810543	12.34
bbr	3.812112	11.93
bbr	3.812161	11.94
bbr	3.814121	11.92
bbr	3.814171	11.93
bbr	3.816191	12.38
bbr	3.816246	12.39
bbr	3.818142	11.71
bbr	3.818191	11.72
bbr	3.819090	10.97
bbr	3.820222	12.05
bbr	3.821075	10.26
bbr	3.822213	11.35
bbr	3.823101	10.26
bbr	3.824228	11.34
bbr	3.825105	10.26
bbr	3.826237	11.33
bbr	3.827168	10.30
bbr	3.828293	11.38
bbr	3.829180	10.27
bbr	3.830424	11.46
bbr	3.831168	10.26
bbr	3.832309	11.36
bbr	3.833181	10.25
bbr	3.834358	11.38
bbr	3.835205	10.26
bbr	3.836332	11.34
bbr	3.837912	10.95
bbr	3.838439	11.42
bbr	3.839564	10.56
bbr	3.840692	11.64
bbr	3.841117	10.12
bbr	3.842314	11.26
bbr	3.843387	10.37
bbr	3.844922	11.86
bbr	3.845832	10.79
bbr	3.847014	11.93
bbr	3.847928	11.28
bbr	3.849055	12.36
bbr	3.849225	10.96
bbr	3.850990	12.67
bbr	3.851893	10.94
bbr	3.853037	12.04
bbr	3.853176	9.54
bbr	3.855030	11.35
bbr	3.855925	10.26
bbr	3.857056	11.34
bbr	3.857192	9.50
bbr	3.859045	11.29
bbr	3.859185	9.48
bbr	3.861075	11.32
bbr	3.861215	9.49
bbr	3.863094	11.32
bbr	3.863252	9.51
bbr	3.865131	11.34
bbr	3.865273	9.51
bbr	3.867130	11.32
bbr	3.867268	9.49
bbr	3.869146	11.32
bbr	3.869274	9.47
bbr	3.870664	10.80
bbr	3.871791	9.97
bbr	3.872337	10.47
bbr	3.873462	9.63
bbr	3.874596	10.71
bbr	3.876157	10.30
bbr	3.876214	10.32
bbr	3.878165	10.29
bbr	3.878216	10.30
bbr	3.879090	9.61
bbr	3.880219	10.69
bbr	3.881087	10.59
bbr	3.882220	11.68
bbr	3.883126	10.95
bbr	3.884246	12.03
bbr	3.885141	10.27
bbr	3.886326	11.39
bbr	3.887166	10.28
bbr	3.888352	11.42
bbr	3.889128	10.21
bbr	3.890320	11.35
bbr	3.891130	10.21
bbr	3.892262	11.29
bbr	3.893115	10.17
bbr	3.894289	11.30
bbr	3.895107	10.13
bbr	3.896235	11.21
bbr	3.897125	10.14
bbr	3.898302	11.27
bbr	3.899098	10.13
bbr	3.900232	11.22
bbr	3.901781	10.82
bbr	3.902294	11.29
bbr	3.903393	10.44
bbr	3.904521	11.53
bbr	3.906028	11.09
bbr	3.907177	12.19
bbr	3.907323	10.40
bbr	3.908691	11.71
bbr	3.909575	10.64
bbr	3.910707	11.73
bbr	3.911553	11.04
bbr	3.912683	12.13
bbr	3.913567	11.47
bbr	3.914696	12.55
bbr	3.915529	10.77
bbr	3.916663	11.86
bbr	3.917521	10.11
bbr	3.918657	11.19
bbr	3.919509	10.11
bbr	3.920637	11.19
bbr	3.921499	10.11
bbr	3.922630	11.20
bbr	3.923512	10.13
bbr	3.924642	11.21
bbr	3.925474	10.11
bbr	3.926687	11.27
bbr	3.927463	10.11
bbr	3.928597	11.20
bbr	3.929454	10.11
bbr	3.930588	11.20
bbr	3.931447	10.11
bbr	3.932576	11.20
bbr	3.934144	10.81
bbr	3.934194	10.81
bbr	3.943761	18.45
bbr	3.943807	18.45
bbr	3.943910	16.61
bbr	3.943948	16.60
bbr	3.944280	14.99
bbr	3.944327	14.99
bbr	3.944445	13.16
bbr	3.944489	13.16
bbr	3.944596	11.73
bbr	3.944635	11.72
bbr	3.945383	7.00
bbr	3.946513	8.08
bbr	3.947366	3.19
bbr	3.948532	4.29
bbr	3.949349	4.14
bbr	3.950467	5.20
bbr	3.951313	4.11
bbr	3.952431	5.18
bbr	3.953301	4.11
bbr	3.954421	5.19
bbr	3.955296	4.13
bbr	3.956412	5.20
bbr	3.957289	4.13
bbr	3.958408	5.21
bbr	3.959405	4.25
bbr	3.960563	5.37
bbr	3.961284	4.14
bbr	3.962427	5.24
bbr	3.963286	4.14
bbr	3.964433	5.24
bbr	3.965280	6.06
bbr	3.966380	7.13
bbr	3.967259	6.14
bbr	3.968388	7.22
bbr	3.969263	6.15
bbr	3.970379	7.22
bbr	3.971938	6.83
bbr	3.972485	7.33
bbr	3.973609	6.51
bbr	3.974739	7.60
bbr	3.975115	6.03
bbr	3.976306	7.17
bbr	3.977357	6.68
bbr	3.978864	8.14
bbr	3.979731	7.47
bbr	3.980857	8.55
bbr	3.981681	6.75
bbr	3.982813	7.83
bbr	3.983638	6.06
bbr	3.984764	7.11
bbr	3.985605	6.04
bbr	3.986732	7.12
bbr	3.987542	6.03
bbr	3.988698	7.13
bbr	3.989508	6.04
bbr	3.990635	7.12
bbr	3.991452	6.03
bbr	3.992577	7.10
bbr	3.993398	6.02
bbr	3.994527	7.10
bbr	3.995408	6.08
bbr	3.996533	7.15
bbr	3.997304	6.02
bbr	3.998435	7.10
bbr	3.999268	6.03
bbr	4.000432	7.15
bbr	4.001218	6.03
bbr	4.002346	7.11
bbr	4.003178	6.04
bbr	4.004305	7.12
bbr	4.005831	6.73
bbr	4.006388	7.24
bbr	4.007509	6.46
bbr	4.008636	7.54
bbr	4.010160	7.15
bbr	4.010207	7.15
bbr	4.011210	6.64
bbr	4.012660	8.05
bbr	4.013473	7.34
bbr	4.014607	8.43
bbr	4.015419	6.64
bbr	4.016547	7.72
bbr	4.017377	6.03
bbr	4.018509	7.11
bbr	4.019322	6.02
bbr	4.020457	7.11
bbr	4.021277	6.03
bbr	4.022412	7.11
bbr	4.023230	6.02
bbr	4.024366	7.11
bbr	4.025176	6.02
bbr	4.026349	7.14
bbr	4.027197	6.09
bbr	4.028321	7.17
bbr	4.029084	6.02
bbr	4.030228	7.12
bbr	4.031069	6.05
bbr	4.032201	7.14
bbr	4.034104	7.13
bbr	4.034154	7.13
bbr	4.036074	7.15
bbr	4.036131	7.16
bbr	4.037608	6.74
bbr	4.038160	7.22
bbr	4.039317	6.49
bbr	4.040444	7.57
bbr	4.041905	7.12
bbr	4.042981	8.14
bbr	4.043331	6.99
bbr	4.044486	8.10
bbr	4.045237	7.32
bbr	4.046397	8.44
bbr	4.047204	9.20
bbr	4.048332	10.30
bbr	4.049150	8.61
bbr	4.050333	9.75
bbr	4.051190	8.02
bbr	4.052313	9.10
bbr	4.054192	9.12
bbr	4.054248	9.13
bbr	4.056143	9.12
bbr	4.056193	9.11
bbr	4.058062	9.08
bbr	4.058117	9.09
bbr	4.060029	9.08
bbr	4.060856	9.86
bbr	4.061991	9.11
bbr	4.062801	9.87
bbr	4.063927	9.09
bbr	4.064727	9.82
bbr	4.065854	9.06
bbr	4.066340	9.50
bbr	4.067452	8.70
bbr	4.068950	10.14
bbr	4.069348	8.65
bbr	4.070483	9.74
bbr	4.071610	8.98
bbr	4.073118	10.44
bbr	4.073253	8.70
bbr	4.074510	9.91
bbr	4.075800	9.70
bbr	4.076455	10.31
bbr	4.077585	9.93
bbr	4.078394	10.65
bbr	4.079521	10.34
bbr	4.080294	11.06
bbr	4.081420	9.66
bbr	4.082222	10.38
bbr	4.083352	8.97
bbr	4.084169	9.70
bbr	4.085294	9.01
bbr	4.086090	9.75
bbr	4.087219	9.02
bbr	4.089125	10.88
bbr	4.089261	9.13
bbr	4.091047	10.87
bbr	4.091212	9.15
bbr	4.092979	10.88
bbr	4.093854	9.85
bbr	4.095012	10.96
bbr	4.095734	9.81
bbr	4.096867	10.90
bbr	4.097288	9.44
bbr	4.098424	10.52
bbr	4.099922	10.14
bbr	4.101049	11.22
bbr	4.101178	9.47
bbr	4.102491	10.73
bbr	4.103654	10.01
bbr	4.105052	11.37
bbr	4.105184	9.62
bbr	4.107050	11.43
bbr	4.107194	10.07
bbr	4.108932	11.76
bbr	4.109765	11.11
bbr	4.110916	12.21
bbr	4.111695	10.47
bbr	4.112823	11.53
bbr	4.113631	9.84
bbr	4.114762	10.93
bbr	4.115552	9.80
bbr	4.116687	10.88
bbr	4.117487	9.82
bbr	4.118622	10.91
bbr	4.119431	9.83
bbr	4.120592	10.95
bbr	4.121340	9.81
bbr	4.122473	10.90
bbr	4.123336	9.87
bbr	4.124463	10.95
bbr	4.125227	9.84
bbr	4.126394	10.96
bbr	4.127137	9.82
bbr	4.128270	10.90
bbr	4.129771	10.52
bbr	4.130224	10.92
bbr	4.131353	12.02
bbr	4.132482	13.13
bbr	4.133922	12.74
bbr	4.135045	13.82
bbr	4.135340	12.23
bbr	4.136493	13.34
bbr	4.137294	12.26
bbr	4.138432	13.35
bbr	4.139233	12.26
bbr	4.140366	13.35
bbr	4.141162	12.65
bbr	4.142308	13.75
bbr	4.143116	13.06
bbr	4.144244	14.14
bbr	4.146126	13.48
bbr	4.146180	13.49
bbr	4.148074	12.86
bbr	4.148130	12.84
bbr	4.149990	12.86
bbr	4.150815	13.64
bbr	4.151942	12.88
bbr	4.152792	13.68
bbr	4.153919	12.92
bbr	4.154681	13.64
bbr	4.155807	12.86
bbr	4.156597	13.60
bbr	4.157723	12.87
bbr	4.158545	13.64
bbr	4.159669	12.88
bbr	4.161156	14.32
bbr	4.161283	12.56
bbr	4.162542	13.78
bbr	4.163896	13.25
bbr	4.164196	13.50
bbr	4.165325	12.75
bbr	4.166457	13.84
bbr	4.168002	13.50
bbr	4.168700	14.15
bbr	4.169852	13.42
bbr	4.170661	14.18
bbr	4.171788	13.41
bbr	4.172559	14.13
bbr	4.173688	13.79
bbr	4.174487	14.55
bbr	4.175791	13.34
bbr	4.176419	13.92
bbr	4.177548	13.51
bbr	4.178395	14.31
bbr	4.179520	12.91
bbr	4.180281	13.63
bbr	4.181406	12.87
bbr	4.182315	13.73
bbr	4.183381	12.91
bbr	4.184148	13.63
bbr	4.185275	12.88
bbr	4.186078	13.64
bbr	4.187207	12.88
bbr	4.189111	14.74
bbr	4.189247	12.99
bbr	4.190476	14.17
bbr	4.191867	13.68
bbr	4.193038	14.81
bbr	4.193194	13.08
bbr	4.194529	14.37
bbr	4.195697	13.65
bbr	4.197084	14.98
bbr	4.197218	13.24
