Scheme	Traffic	Time (s)	Throughput (Mbit/s)
eagle-v3	egress	18.90	9.28
eagle-v3	egress	19.05	7.20
eagle-v3	egress	19.20	9.28
eagle-v3	egress	19.35	9.60
eagle-v3	egress	19.50	9.52
eagle-v3	egress	19.65	9.36
eagle-v3	egress	19.80	9.68
eagle-v3	egress	19.95	9.36
eagle-v3	egress	20.10	8.88
eagle-v3	egress	20.25	9.68
eagle-v3	egress	20.40	9.52
eagle-v3	egress	20.55	9.36
eagle-v3	egress	20.70	9.20
eagle-v3	egress	20.85	9.60
eagle-v3	egress	21.00	9.60
eagle-v3	egress	21.15	9.68
eagle-v3	egress	21.30	6.48
eagle-v3	egress	21.45	4.96
eagle-v3	egress	21.60	5.84
eagle-v3	egress	21.75	5.60
eagle-v3	egress	21.90	7.04
eagle-v3	egress	22.05	4.56
eagle-v3	egress	22.20	3.76
eagle-v3	egress	22.35	3.44
eagle-v3	egress	22.50	3.12
eagle-v3	egress	22.65	3.12
eagle-v3	egress	22.80	2.72
eagle-v3	egress	22.95	4.48
eagle-v3	egress	23.10	4.48
eagle-v3	egress	23.25	2.56
eagle-v3	egress	23.40	1.44
eagle-v3	egress	23.55	2.16
eagle-v3	egress	23.70	2.00
eagle-v3	egress	23.85	2.24
eagle-v3	egress	24.00	0.88
eagle-v3	egress	24.15	0.72
eagle-v3	egress	24.30	0.72
eagle-v3	egress	24.45	0.64
eagle-v3	egress	24.60	0.24
eagle-v3	egress	24.75	0.24
eagle-v3	egress	24.90	0.16
eagle-v3	egress	25.05	0.16
eagle-v3	egress	25.20	0.08
eagle-v3	egress	25.35	0.08
eagle-v3	egress	25.50	0.08
eagle-v3	egress	25.65	0.08
eagle-v3	egress	25.80	0.16
eagle-v3	egress	25.95	0.08
eagle-v3	egress	26.10	0.16
eagle-v3	egress	26.25	0.40
eagle-v3	egress	26.40	1.28
eagle-v3	egress	26.55	1.76
eagle-v3	egress	26.70	1.68
eagle-v3	egress	26.85	2.24
eagle-v3	egress	27.00	6.16
eagle-v3	egress	27.15	4.80
eagle-v3	egress	27.30	1.52
eagle-v3	egress	27.45	0.88
eagle-v3	egress	27.60	1.12
eagle-v3	egress	27.75	0.88
eagle-v3	egress	27.90	1.04
eagle-v3	egress	28.05	1.84
eagle-v3	egress	28.20	5.76
eagle-v3	egress	28.35	5.60
eagle-v3	egress	28.50	2.00
eagle-v3	egress	28.65	1.68
eagle-v3	egress	28.80	2.24
eagle-v3	egress	28.95	1.92
eagle-v3	egress	29.10	1.76
eagle-v3	egress	29.25	1.84
eagle-v3	egress	29.40	1.60
eagle-v3	egress	29.55	1.12
eagle-v3	egress	29.70	1.12
eagle-v3	egress	29.85	0.72
eagle-v3	egress	30.00	0.64
eagle-v3	egress	30.15	0.48
eagle-v3	egress	30.30	0.24
eagle-v3	egress	30.45	0.32
eagle-v3	egress	30.60	1.68
eagle-v3	egress	30.75	4.80
eagle-v3	egress	30.90	9.44
eagle-v3	egress	31.05	9.44
eagle-v3	egress	31.20	9.60
eagle-v3	egress	31.35	9.52
eagle-v3	egress	31.50	9.68
eagle-v3	egress	31.65	9.84
eagle-v3	egress	31.80	9.60
eagle-v3	egress	31.95	9.44
eagle-v3	egress	32.10	9.60
eagle-v3	egress	32.25	9.76
eagle-v3	egress	32.40	8.56
eagle-v3	egress	32.55	8.72
eagle-v3	egress	32.70	3.44
eagle-v3	egress	32.85	3.36
eagle-v3	egress	33.00	3.36
eagle-v3	egress	33.15	7.60
eagle-v3	egress	33.30	3.28
eagle-v3	ingress	3.45	0.16
eagle-v3	ingress	3.60	0.16
eagle-v3	ingress	3.75	0.32
eagle-v3	ingress	3.90	1.84
eagle-v3	ingress	4.05	0.96
eagle-v3	ingress	4.20	0.80
eagle-v3	ingress	4.35	0.80
eagle-v3	ingress	4.50	0.56
eagle-v3	ingress	4.65	0.72
eagle-v3	ingress	4.80	0.64
eagle-v3	ingress	4.95	0.80
eagle-v3	ingress	5.10	0.80
eagle-v3	ingress	5.25	1.52
eagle-v3	ingress	5.40	1.20
eagle-v3	ingress	5.55	4.00
eagle-v3	ingress	5.70	5.60
eagle-v3	ingress	5.85	2.96
eagle-v3	ingress	6.00	3.44
eagle-v3	ingress	6.15	1.84
eagle-v3	ingress	6.30	3.28
eagle-v3	ingress	6.45	5.44
eagle-v3	ingress	6.60	14.32
eagle-v3	ingress	6.75	13.84
eagle-v3	ingress	6.90	11.60
eagle-v3	ingress	7.05	5.84
eagle-v3	ingress	7.20	3.92
eagle-v3	ingress	7.35	0.96
eagle-v3	ingress	7.50	1.60
eagle-v3	ingress	7.65	2.48
eagle-v3	ingress	7.80	5.12
eagle-v3	ingress	7.95	5.68
eagle-v3	ingress	8.10	2.24
eagle-v3	ingress	8.25	4.32
eagle-v3	ingress	8.40	8.24
eagle-v3	ingress	8.55	9.52
eagle-v3	ingress	8.70	8.32
eagle-v3	ingress	8.85	7.36
eagle-v3	ingress	9.00	18.88
eagle-v3	ingress	9.15	19.92
eagle-v3	ingress	9.30	20.88
eagle-v3	ingress	9.45	28.24
eagle-v3	ingress	9.60	13.28
eagle-v3	ingress	9.75	4.00
eagle-v3	ingress	9.90	2.80
eagle-v3	ingress	10.05	2.16
eagle-v3	ingress	10.20	0.72
eagle-v3	ingress	10.35	0.48
eagle-v3	ingress	10.50	0.24
eagle-v3	ingress	10.65	0.16
eagle-v3	ingress	10.80	0.16
eagle-v3	ingress	10.95	0.24
eagle-v3	ingress	11.10	0.48
eagle-v3	ingress	11.25	1.60
eagle-v3	ingress	11.40	0.72
eagle-v3	ingress	11.55	0.72
eagle-v3	ingress	11.70	0.72
eagle-v3	ingress	11.85	0.96
eagle-v3	ingress	12.00	1.12
eagle-v3	ingress	12.15	0.96
eagle-v3	ingress	12.30	1.20
eagle-v3	ingress	12.45	1.12
eagle-v3	ingress	12.60	1.12
eagle-v3	ingress	12.75	8.16
eagle-v3	ingress	12.90	19.92
eagle-v3	ingress	13.05	20.16
eagle-v3	ingress	13.20	24.96
eagle-v3	ingress	13.35	31.68
eagle-v3	ingress	13.50	23.44
eagle-v3	ingress	13.65	16.64
eagle-v3	ingress	13.80	15.76
eagle-v3	ingress	13.95	15.76
eagle-v3	ingress	14.10	16.24
eagle-v3	ingress	14.25	12.08
eagle-v3	ingress	14.40	14.64
eagle-v3	ingress	14.55	30.08
eagle-v3	ingress	14.70	35.36
eagle-v3	ingress	14.85	32.72
eagle-v3	ingress	15.00	30.64
eagle-v3	ingress	15.15	28.56
eagle-v3	ingress	15.30	38.88
eagle-v3	ingress	15.45	30.00
eagle-v3	ingress	15.60	33.92
eagle-v3	ingress	15.75	31.92
eagle-v3	ingress	15.90	27.20
eagle-v3	ingress	16.05	28.40
eagle-v3	ingress	16.20	30.48
eagle-v3	ingress	16.35	36.00
eagle-v3	ingress	16.50	44.56
eagle-v3	ingress	16.65	54.48
eagle-v3	ingress	16.80	35.36
eagle-v3	ingress	16.95	42.40
eagle-v3	ingress	17.10	41.92
eagle-v3	ingress	17.25	39.36
eagle-v3	ingress	17.40	47.44
eagle-v3	ingress	17.55	46.08
eagle-v3	ingress	17.70	37.68
eagle-v3	ingress	17.85	36.96
eagle-v3	ingress	18.00	36.00
eagle-v3	ingress	18.15	32.64
eagle-v3	ingress	18.30	22.08
eagle-v3	ingress	18.45	10.16
eagle-v3	ingress	18.60	19.76
eagle-v3	ingress	18.75	11.20
eagle-v3	ingress	18.90	8.56
eagle-v3	ingress	19.05	12.24
eagle-v3	ingress	19.20	13.92
eagle-v3	ingress	19.35	14.00
eagle-v3	ingress	19.50	22.24
eagle-v3	ingress	19.65	16.00
eagle-v3	ingress	19.80	8.88
eagle-v3	ingress	19.95	13.28
eagle-v3	ingress	20.10	26.32
eagle-v3	ingress	20.25	24.80
eagle-v3	ingress	20.40	22.88
eagle-v3	ingress	20.55	17.92
eagle-v3	ingress	20.70	17.28
eagle-v3	ingress	20.85	23.84
eagle-v3	ingress	21.00	17.04
eagle-v3	ingress	21.15	5.36
eagle-v3	ingress	21.30	5.36
eagle-v3	ingress	21.45	5.92
eagle-v3	ingress	21.60	8.80
eagle-v3	ingress	21.75	5.36
eagle-v3	ingress	21.90	4.48
eagle-v3	ingress	22.05	4.00
eagle-v3	ingress	22.20	3.60
eagle-v3	ingress	22.35	3.36
eagle-v3	ingress	22.50	3.20
eagle-v3	ingress	22.65	2.96
eagle-v3	ingress	22.80	5.76
eagle-v3	ingress	22.95	4.00
eagle-v3	ingress	23.10	2.32
eagle-v3	ingress	23.25	1.68
eagle-v3	ingress	23.40	2.32
eagle-v3	ingress	23.55	2.08
eagle-v3	ingress	23.70	2.08
eagle-v3	ingress	23.85	0.88
eagle-v3	ingress	24.00	0.72
eagle-v3	ingress	24.15	0.80
eagle-v3	ingress	24.30	0.48
eagle-v3	ingress	24.45	0.32
eagle-v3	ingress	24.60	0.24
eagle-v3	ingress	24.75	0.08
eagle-v3	ingress	24.90	0.16
eagle-v3	ingress	25.05	0.08
eagle-v3	ingress	25.20	0.16
eagle-v3	ingress	25.35	0.00
eagle-v3	ingress	25.50	0.16
eagle-v3	ingress	25.65	0.08
eagle-v3	ingress	25.80	0.08
eagle-v3	ingress	25.95	0.16
eagle-v3	ingress	26.10	0.48
eagle-v3	ingress	26.25	1.68
eagle-v3	ingress	26.40	1.76
eagle-v3	ingress	26.55	1.68
eagle-v3	ingress	26.70	3.04
eagle-v3	ingress	26.85	6.80
eagle-v3	ingress	27.00	4.00
eagle-v3	ingress	27.15	1.44
eagle-v3	ingress	27.30	0.88
eagle-v3	ingress	27.45	1.12
eagle-v3	ingress	27.60	0.88
eagle-v3	ingress	27.75	1.12
eagle-v3	ingress	27.90	2.40
eagle-v3	ingress	28.05	6.96
eagle-v3	ingress	28.20	4.56
eagle-v3	ingress	28.35	2.00
eagle-v3	ingress	28.50	1.92
eagle-v3	ingress	28.65	2.16
eagle-v3	ingress	28.80	2.40
eagle-v3	ingress	28.95	1.76
eagle-v3	ingress	29.10	2.00
eagle-v3	ingress	29.25	1.52
eagle-v3	ingress	29.40	1.44
eagle-v3	ingress	29.55	0.96
eagle-v3	ingress	29.70	0.72
eagle-v3	ingress	29.85	0.72
eagle-v3	ingress	30.00	0.40
eagle-v3	ingress	30.15	0.16
eagle-v3	ingress	30.30	0.56
eagle-v3	ingress	30.45	2.08
eagle-v3	ingress	30.60	6.80
eagle-v3	ingress	30.75	23.76
eagle-v3	ingress	30.90	26.40
eagle-v3	ingress	31.05	19.28
eagle-v3	ingress	31.20	18.00
eagle-v3	ingress	31.35	20.80
eagle-v3	ingress	31.50	25.52
eagle-v3	ingress	31.65	20.00
eagle-v3	ingress	31.80	19.04
eagle-v3	ingress	31.95	12.88
eagle-v3	ingress	32.10	9.28
eagle-v3	ingress	32.25	8.16
eagle-v3	ingress	32.40	8.56
eagle-v3	ingress	32.55	3.20
eagle-v3	ingress	32.70	3.68
eagle-v3	ingress	32.85	3.28
eagle-v3	ingress	33.00	9.04
eagle-v3	ingress	33.15	3.52
