Scheme	Time (s)	Delay (ms)
bbr	3.581799	11.78
bbr	3.582925	12.87
bbr	3.583787	12.33
bbr	3.584913	13.42
bbr	3.585825	5.25
bbr	3.586996	6.34
bbr	3.587777	6.15
bbr	3.588911	7.24
bbr	3.589803	6.18
bbr	3.590932	7.26
bbr	3.591800	6.18
bbr	3.592921	7.25
bbr	3.593794	6.18
bbr	3.594917	7.25
bbr	3.595796	6.17
bbr	3.596921	7.25
bbr	3.597821	6.20
bbr	3.598908	7.24
bbr	3.600038	6.41
bbr	3.601165	7.49
bbr	3.601264	5.64
bbr	3.602890	7.22
bbr	3.603795	6.18
bbr	3.604922	7.26
bbr	3.605794	6.16
bbr	3.606920	7.24
bbr	3.607401	5.77
bbr	3.608526	6.85
bbr	3.610086	6.46
bbr	3.610136	6.47
bbr	3.611232	5.61
bbr	3.612745	7.07
bbr	3.613659	6.43
bbr	3.614783	7.51
bbr	3.615659	6.84
bbr	3.616784	7.92
bbr	3.617652	6.17
bbr	3.618804	7.27
bbr	3.619703	6.21
bbr	3.620822	7.28
bbr	3.621658	6.17
bbr	3.622811	7.28
bbr	3.623656	6.17
bbr	3.624781	7.25
bbr	3.625660	6.16
bbr	3.626792	7.24
bbr	3.627664	6.17
bbr	3.628791	7.25
bbr	3.629659	6.17
bbr	3.630785	7.25
bbr	3.631680	6.19
bbr	3.632839	7.30
bbr	3.633688	6.20
bbr	3.634810	7.27
bbr	3.635673	6.19
bbr	3.636804	7.25
bbr	3.637293	5.80
bbr	3.638436	6.89
bbr	3.639996	8.43
bbr	3.641123	9.53
bbr	3.641215	7.73
bbr	3.642708	9.17
bbr	3.643829	8.32
bbr	3.644313	8.76
bbr	3.645481	8.36
bbr	3.646326	9.16
bbr	3.647504	8.77
bbr	3.648343	9.56
bbr	3.649468	8.03
bbr	3.650280	8.79
bbr	3.651418	7.29
bbr	3.652296	8.12
bbr	3.653381	7.22
bbr	3.654218	8.01
bbr	3.655369	7.23
bbr	3.656192	8.01
bbr	3.657317	7.21
bbr	3.658100	7.94
bbr	3.659310	7.22
bbr	3.660074	7.94
bbr	3.661199	7.14
bbr	3.663051	8.95
bbr	3.663151	7.13
bbr	3.664956	8.89
bbr	3.665786	7.85
bbr	3.666913	8.93
bbr	3.667359	7.49
bbr	3.668485	8.56
bbr	3.669974	8.19
bbr	3.671073	9.24
bbr	3.671165	7.47
bbr	3.672525	8.79
bbr	3.673650	8.04
bbr	3.675083	9.42
bbr	3.675179	8.03
bbr	3.676987	9.78
bbr	3.677807	9.13
bbr	3.678931	10.20
bbr	3.679715	8.46
bbr	3.680842	9.54
bbr	3.681642	7.83
bbr	3.682767	8.91
bbr	3.683577	7.86
bbr	3.684737	8.97
bbr	3.685482	7.85
bbr	3.686613	8.93
bbr	3.687409	7.86
bbr	3.688532	8.94
bbr	3.689312	7.84
bbr	3.690436	8.91
bbr	3.691290	7.90
bbr	3.692401	8.96
bbr	3.693155	7.84
bbr	3.694286	8.92
bbr	3.695079	7.84
bbr	3.696210	8.93
bbr	3.698101	8.96
bbr	3.698152	8.96
bbr	3.699617	8.55
bbr	3.701161	10.05
bbr	3.701263	8.27
bbr	3.702295	9.26
bbr	3.703752	8.85
bbr	3.704847	9.90
bbr	3.705199	8.38
bbr	3.706329	9.46
bbr	3.707105	8.75
bbr	3.708233	9.83
bbr	3.710153	10.26
bbr	3.710205	10.26
bbr	3.712055	9.60
bbr	3.712108	9.62
bbr	3.713995	8.97
bbr	3.714780	9.71
bbr	3.715904	8.97
bbr	3.716680	9.70
bbr	3.717806	8.96
bbr	3.718616	9.72
bbr	3.719749	8.97
bbr	3.720570	9.74
bbr	3.721697	9.01
bbr	3.722440	9.70
bbr	3.723562	10.80
bbr	3.724410	11.62
bbr	3.725535	10.93
bbr	3.726977	12.33
bbr	3.728110	11.60
bbr	3.728152	11.59
bbr	3.729636	11.20
bbr	3.731095	12.60
bbr	3.731201	10.83
bbr	3.732226	11.81
bbr	3.733707	11.43
bbr	3.734481	12.17
bbr	3.735609	11.42
bbr	3.736393	12.16
bbr	3.737520	11.81
bbr	3.738300	12.55
bbr	3.739422	11.18
bbr	3.740220	11.90
bbr	3.741348	11.53
bbr	3.742142	12.27
bbr	3.743282	10.89
bbr	3.745164	12.73
bbr	3.745258	10.96
bbr	3.746295	11.95
bbr	3.747783	11.57
bbr	3.748948	12.65
bbr	3.750082	11.95
bbr	3.750303	12.13
bbr	3.751618	11.56
bbr	3.752794	12.70
bbr	3.753917	11.94
bbr	3.754209	12.19
bbr	3.755333	11.44
bbr	3.756767	12.83
bbr	3.757890	11.46
bbr	3.758182	11.72
bbr	3.759308	11.61
bbr	3.760736	12.99
bbr	3.761843	11.62
bbr	3.762205	11.94
bbr	3.763298	11.76
bbr	3.765083	13.51
bbr	3.765183	11.13
bbr	3.766235	12.15
bbr	3.767762	12.29
bbr	3.768934	13.43
bbr	3.770091	12.06
bbr	3.770296	12.23
bbr	3.771609	12.15
bbr	3.772789	13.30
bbr	3.773913	11.91
bbr	3.774239	12.20
bbr	3.775366	11.55
bbr	3.776754	12.90
bbr	3.777879	11.52
bbr	3.778174	11.78
bbr	3.779301	11.62
bbr	3.780705	12.98
bbr	3.781800	11.59
bbr	3.782137	11.88
bbr	3.783279	11.74
bbr	3.784656	13.08
bbr	3.785779	11.74
bbr	3.786130	12.06
bbr	3.787243	11.74
bbr	3.788699	13.16
bbr	3.789820	11.81
bbr	3.790141	12.09
bbr	3.791288	11.85
bbr	3.792709	13.23
bbr	3.793786	11.81
bbr	3.794120	12.11
bbr	3.795262	11.86
bbr	3.796633	13.20
bbr	3.797760	11.84
bbr	3.799175	13.22
bbr	3.799292	11.89
bbr	3.800351	12.91
bbr	3.801867	11.88
bbr	3.803026	13.00
bbr	3.804162	12.71
bbr	3.804414	12.92
bbr	3.805763	11.80
bbr	3.806934	12.93
bbr	3.808063	12.68
bbr	3.808304	12.88
bbr	3.809473	11.57
bbr	3.810811	12.87
bbr	3.811936	11.45
bbr	3.812293	11.77
bbr	3.813399	11.61
bbr	3.814833	13.01
bbr	3.815963	11.63
bbr	3.816284	11.90
bbr	3.817403	11.71
bbr	3.818797	13.07
bbr	3.819885	11.70
bbr	3.820232	12.00
bbr	3.821378	11.82
bbr	3.822810	13.21
bbr	3.823936	11.86
bbr	3.824283	12.17
bbr	3.825382	11.80
bbr	3.826230	12.62
bbr	3.827361	11.25
bbr	3.828220	12.07
bbr	3.829344	11.81
bbr	3.830201	12.63
bbr	3.831362	11.30
bbr	3.832206	12.10
bbr	3.833332	11.78
bbr	3.834194	12.60
bbr	3.835318	11.25
bbr	3.836172	12.07
bbr	3.837357	11.29
bbr	3.838171	12.06
bbr	3.839299	11.25
bbr	3.840178	12.08
bbr	3.841300	11.26
bbr	3.842151	12.07
bbr	3.843291	11.26
bbr	3.844127	12.05
bbr	3.845258	11.23
bbr	3.846133	12.06
bbr	3.847274	11.27
bbr	3.848146	12.10
bbr	3.849290	11.29
bbr	3.850789	12.74
bbr	3.851923	11.94
bbr	3.852194	12.17
bbr	3.853328	11.35
bbr	3.855040	13.01
bbr	3.855136	11.17
bbr	3.856317	12.31
bbr	3.857746	11.79
bbr	3.858605	12.60
bbr	3.859729	11.79
bbr	3.860569	12.58
bbr	3.861700	12.18
bbr	3.862572	13.00
bbr	3.863701	11.70
bbr	3.864571	12.53
bbr	3.865693	11.92
bbr	3.866531	12.71
bbr	3.867659	11.24
bbr	3.868529	12.06
bbr	3.869654	11.23
bbr	3.870510	12.04
bbr	3.871638	11.24
bbr	3.872516	12.07
bbr	3.873638	11.25
bbr	3.874497	12.06
bbr	3.875621	11.24
bbr	3.876547	12.12
bbr	3.877633	11.27
bbr	3.879067	12.66
bbr	3.879161	10.80
bbr	3.880222	11.82
bbr	3.881790	11.44
bbr	3.883078	12.69
bbr	3.883172	10.83
bbr	3.884231	11.84
bbr	3.885708	11.38
bbr	3.887046	12.67
bbr	3.887139	10.81
bbr	3.888203	11.83
bbr	3.889734	11.92
bbr	3.890700	12.85
bbr	3.891826	11.43
bbr	3.892682	12.23
bbr	3.893811	12.10
bbr	3.894690	12.94
bbr	3.895817	11.43
bbr	3.896710	12.28
bbr	3.897834	12.08
bbr	3.898724	12.93
bbr	3.899848	11.39
bbr	3.900768	12.26
bbr	3.901892	11.40
bbr	3.902817	12.28
bbr	3.903944	11.44
bbr	3.904872	12.32
bbr	3.905978	11.46
bbr	3.906852	12.29
bbr	3.907978	11.44
bbr	3.908891	12.31
bbr	3.910017	11.46
bbr	3.910912	12.31
bbr	3.912040	11.44
bbr	3.912083	11.44
bbr	3.914061	11.42
bbr	3.914116	11.43
bbr	3.915677	11.02
bbr	3.916207	11.51
bbr	3.917338	10.65
bbr	3.918462	11.73
bbr	3.919987	11.27
bbr	3.921117	12.35
bbr	3.921216	10.46
bbr	3.922639	11.85
bbr	3.923566	10.77
bbr	3.924692	11.85
bbr	3.925605	11.19
bbr	3.926726	12.26
bbr	3.927572	11.53
bbr	3.928719	12.63
bbr	3.929570	10.85
bbr	3.930700	11.94
bbr	3.931598	10.22
bbr	3.932722	11.30
bbr	3.933592	10.20
bbr	3.934712	11.27
bbr	3.935594	10.20
bbr	3.936716	11.27
bbr	3.937624	10.22
bbr	3.938742	11.29
bbr	3.939595	10.19
bbr	3.940723	11.27
bbr	3.941612	10.19
bbr	3.942737	11.27
bbr	3.943612	10.20
bbr	3.944735	11.27
bbr	3.945250	9.83
bbr	3.946367	10.90
bbr	3.947907	10.48
bbr	3.949032	11.56
bbr	3.949132	9.70
bbr	3.950594	11.12
bbr	3.951698	10.27
bbr	3.952170	10.67
bbr	3.953292	9.85
bbr	3.954161	10.68
bbr	3.955290	10.25
bbr	3.956171	11.08
bbr	3.957294	10.65
bbr	3.958210	11.52
bbr	3.959314	10.00
bbr	3.960179	10.82
bbr	3.961300	9.31
bbr	3.962193	10.16
bbr	3.963365	9.37
bbr	3.964183	10.14
bbr	3.965314	9.31
bbr	3.966204	10.16
bbr	3.967327	9.32
bbr	3.968188	10.14
bbr	3.969312	9.30
bbr	3.970218	10.17
bbr	3.971342	9.33
bbr	3.972198	10.14
bbr	3.973329	11.24
bbr	3.974205	12.09
bbr	3.975332	11.32
bbr	3.976911	12.85
bbr	3.978033	12.02
bbr	3.978346	12.28
bbr	3.979473	11.45
bbr	3.980087	12.03
bbr	3.981212	11.19
bbr	3.982337	12.27
bbr	3.983886	11.86
bbr	3.984771	12.70
bbr	3.985894	11.86
bbr	3.986764	12.69
bbr	3.987886	12.24
bbr	3.988800	13.11
bbr	3.989921	11.74
bbr	3.990756	12.53
bbr	3.991883	11.97
bbr	3.992797	12.84
bbr	3.993928	11.34
bbr	3.994796	12.16
bbr	3.995919	11.32
bbr	3.996794	12.15
bbr	3.997918	11.32
bbr	3.998800	12.16
bbr	3.999928	11.33
bbr	4.000799	12.16
bbr	4.001921	11.32
bbr	4.002792	12.15
bbr	4.003927	11.32
bbr	4.004810	12.16
bbr	4.005934	11.32
bbr	4.006807	12.14
bbr	4.007937	11.32
bbr	4.008457	11.79
bbr	4.009582	10.96
bbr	4.011103	12.43
bbr	4.011210	10.59
bbr	4.012383	11.71
bbr	4.013831	11.20
bbr	4.014703	12.03
bbr	4.015830	11.19
bbr	4.016697	12.02
bbr	4.017821	11.18
bbr	4.018687	12.01
bbr	4.019813	11.57
bbr	4.020713	12.40
bbr	4.021835	11.99
bbr	4.022703	12.82
bbr	4.023832	11.31
bbr	4.024746	12.18
bbr	4.025835	11.30
bbr	4.026700	12.12
bbr	4.027825	11.29
bbr	4.028717	12.14
bbr	4.029842	11.31
bbr	4.030716	12.15
bbr	4.031843	11.31
bbr	4.032731	12.15
bbr	4.033861	11.32
bbr	4.034737	12.15
bbr	4.035860	11.32
bbr	4.036777	12.20
bbr	4.037906	11.36
bbr	4.038345	11.76
bbr	4.039474	10.93
bbr	4.041059	12.46
bbr	4.041159	10.61
bbr	4.042207	11.61
bbr	4.043751	11.19
bbr	4.044877	12.27
bbr	4.046001	11.43
bbr	4.046312	11.70
bbr	4.047442	10.87
bbr	4.048857	12.24
bbr	4.049982	11.81
bbr	4.050285	12.07
bbr	4.051412	11.63
bbr	4.052805	12.98
bbr	4.053935	11.50
bbr	4.054240	11.76
bbr	4.055366	11.79
bbr	4.056765	13.15
bbr	4.057887	11.74
bbr	4.058202	12.02
bbr	4.059328	11.74
bbr	4.060724	13.09
bbr	4.061804	11.69
bbr	4.062153	12.00
bbr	4.063289	11.74
bbr	4.064674	13.09
bbr	4.065800	11.73
bbr	4.066155	12.04
bbr	4.067264	11.76
bbr	4.068682	13.14
bbr	4.069805	11.76
bbr	4.070134	12.05
bbr	4.071271	11.81
bbr	4.072686	13.19
bbr	4.073820	11.83
bbr	4.074128	12.10
bbr	4.075268	11.85
bbr	4.076152	12.68
bbr	4.077281	11.34
bbr	4.078167	12.18
bbr	4.079294	11.87
bbr	4.080146	12.69
bbr	4.081273	11.31
bbr	4.082152	12.15
bbr	4.083292	11.89
bbr	4.084121	12.68
bbr	4.085252	11.29
bbr	4.086130	12.13
bbr	4.087267	11.28
bbr	4.088104	12.08
bbr	4.089230	11.25
bbr	4.090175	12.15
bbr	4.091300	11.32
bbr	4.092095	12.07
bbr	4.093232	11.27
bbr	4.094113	12.11
bbr	4.095252	11.29
bbr	4.096095	12.09
bbr	4.097221	11.26
bbr	4.098092	12.08
bbr	4.099228	11.28
bbr	4.100784	12.79
bbr	4.101910	11.96
bbr	4.102221	12.23
bbr	4.103352	11.41
bbr	4.105055	13.07
bbr	4.105156	11.22
bbr	4.106211	12.22
bbr	4.107721	11.79
bbr	4.108663	12.69
bbr	4.109786	11.86
bbr	4.110608	12.63
bbr	4.111738	12.21
bbr	4.112597	13.03
bbr	4.113724	11.66
bbr	4.114605	12.50
bbr	4.115735	11.95
bbr	4.116605	12.76
bbr	4.117735	11.29
bbr	4.118598	12.10
bbr	4.119727	11.28
bbr	4.120623	12.12
bbr	4.121724	11.28
bbr	4.122583	12.10
bbr	4.123713	11.28
bbr	4.124596	12.12
bbr	4.125728	11.29
bbr	4.126578	12.10
bbr	4.127709	11.28
bbr	4.129130	12.65
bbr	4.129223	10.80
bbr	4.130263	11.79
bbr	4.131792	11.38
bbr	4.132960	12.50
bbr	4.134095	11.68
bbr	4.134333	11.87
bbr	4.135655	11.24
bbr	4.136838	12.37
bbr	4.137974	11.57
bbr	4.138447	12.00
bbr	4.139573	11.72
bbr	4.140448	12.55
bbr	4.141572	11.17
bbr	4.142463	12.01
bbr	4.143586	11.88
bbr	4.144449	12.70
bbr	4.145578	11.33
bbr	4.146423	12.13
bbr	4.147553	11.97
bbr	4.148489	12.87
bbr	4.149610	11.34
bbr	4.150409	12.09
bbr	4.151537	11.27
bbr	4.152457	12.14
bbr	4.153580	11.32
bbr	4.154444	12.14
bbr	4.155551	11.30
bbr	4.156446	12.12
bbr	4.157574	11.32
bbr	4.158397	12.10
bbr	4.159525	11.28
bbr	4.160428	12.09
bbr	4.161552	11.31
bbr	4.162375	12.09
bbr	4.163510	11.26
bbr	4.165080	12.74
bbr	4.165181	10.95
bbr	4.166237	11.94
bbr	4.167692	11.46
bbr	4.168273	11.97
bbr	4.169378	11.15
bbr	4.170503	12.23
bbr	4.172025	11.80
bbr	4.172959	12.65
bbr	4.174091	11.88
bbr	4.174224	11.96
bbr	4.175996	12.18
bbr	4.176918	13.06
bbr	4.178043	11.68
bbr	4.178090	11.68
bbr	4.179996	11.92
bbr	4.180923	12.80
bbr	4.182049	11.30
bbr	4.182099	11.30
bbr	4.183980	11.25
bbr	4.184917	12.14
bbr	4.186023	11.30
bbr	4.186863	12.09
bbr	4.187988	11.26
bbr	4.188871	12.10
bbr	4.189997	11.27
bbr	4.190855	12.09
bbr	4.191986	11.27
bbr	4.192844	12.08
bbr	4.193971	11.26
bbr	4.194887	12.13
bbr	4.196011	11.31
bbr	4.196533	11.78
bbr	4.197661	10.96
bbr	4.198144	11.40
bbr	4.199286	10.59
bbr	4.200412	11.67
bbr	4.201948	11.26
bbr	4.203080	12.35
bbr	4.203178	10.49
bbr	4.204673	11.95
bbr	4.205643	10.93
