Scheme	Time (s)	Delay (ms)
bbr	3.304131	14.20
bbr	3.305275	12.83
bbr	3.306658	14.20
bbr	3.307790	14.05
bbr	3.308067	14.32
bbr	3.309198	12.97
bbr	3.310584	14.35
bbr	3.311717	14.16
bbr	3.313090	15.52
bbr	3.313278	13.22
bbr	3.314407	14.33
bbr	3.315688	14.20
bbr	3.316863	15.36
bbr	3.317991	14.00
bbr	3.318288	14.27
bbr	3.319397	13.99
bbr	3.320427	15.00
bbr	3.321562	13.63
bbr	3.322356	14.41
bbr	3.323484	14.13
bbr	3.324266	14.90
bbr	3.325393	13.54
bbr	3.326154	14.28
bbr	3.327337	12.92
bbr	3.328071	13.63
bbr	3.329207	13.54
bbr	3.331091	15.42
bbr	3.331227	13.10
bbr	3.332229	14.09
bbr	3.333620	13.33
bbr	3.334941	14.63
bbr	3.336114	13.91
bbr	3.336233	14.01
bbr	3.337494	13.38
bbr	3.338755	14.61
bbr	3.339882	13.86
bbr	3.340163	14.12
bbr	3.341292	13.36
bbr	3.342683	14.73
bbr	3.343814	13.96
bbr	3.344083	14.22
bbr	3.345219	12.85
bbr	3.346582	14.19
bbr	3.347712	14.04
bbr	3.349134	15.45
bbr	3.349264	13.05
bbr	3.350242	14.02
bbr	3.351677	14.19
bbr	3.352932	15.43
bbr	3.354068	14.05
bbr	3.354202	14.17
bbr	3.355552	14.13
bbr	3.356855	15.41
bbr	3.357984	14.03
bbr	3.358299	14.33
bbr	3.359398	14.04
bbr	3.360796	15.42
bbr	3.361935	14.08
bbr	3.362243	14.37
bbr	3.363355	12.95
bbr	3.364762	14.35
bbr	3.365887	14.20
bbr	3.366178	14.47
bbr	3.367287	13.07
bbr	3.368785	14.56
bbr	3.369903	14.34
bbr	3.370176	14.60
bbr	3.371306	13.17
bbr	3.372693	14.55
bbr	3.373822	14.25
bbr	3.374083	14.50
bbr	3.375215	13.15
bbr	3.376618	14.54
bbr	3.377753	14.21
bbr	3.378076	14.52
bbr	3.379212	13.19
bbr	3.380579	14.54
bbr	3.381708	14.20
bbr	3.383083	15.56
bbr	3.383211	13.16
bbr	3.384220	14.16
bbr	3.385625	14.15
bbr	3.386776	15.29
bbr	3.387913	13.95
bbr	3.388203	14.23
bbr	3.389341	13.95
bbr	3.390737	15.33
bbr	3.391865	13.96
bbr	3.392145	14.22
bbr	3.393274	13.91
bbr	3.394652	15.28
bbr	3.395781	13.93
bbr	3.396909	15.05
bbr	3.398043	13.68
bbr	3.398096	13.71
bbr	3.399539	13.99
bbr	3.400795	15.24
bbr	3.401922	13.87
bbr	3.402188	14.12
bbr	3.403321	13.83
bbr	3.404706	15.20
bbr	3.405881	13.88
bbr	3.406165	14.14
bbr	3.407280	13.87
bbr	3.408705	15.28
bbr	3.409832	11.60
bbr	3.410090	11.85
bbr	3.411223	11.68
bbr	3.412625	13.06
bbr	3.413756	11.69
bbr	3.415130	13.05
bbr	3.415258	11.78
bbr	3.416269	12.77
bbr	3.417662	11.63
bbr	3.418303	12.26
bbr	3.419404	11.92
bbr	3.420281	12.78
bbr	3.421415	11.45
bbr	3.422322	12.34
bbr	3.423453	12.05
bbr	3.424287	12.87
bbr	3.425414	11.52
bbr	3.426290	12.38
bbr	3.427448	11.03
bbr	3.428304	11.87
bbr	3.429437	11.30
bbr	3.430331	12.18
bbr	3.431460	11.31
bbr	3.432311	12.15
bbr	3.433436	11.29
bbr	3.434363	12.20
bbr	3.435488	11.33
bbr	3.436374	12.20
bbr	3.437486	11.33
bbr	3.438366	12.19
bbr	3.439493	11.33
bbr	3.440347	12.16
bbr	3.441481	11.31
bbr	3.443050	12.86
bbr	3.443197	11.02
bbr	3.444214	12.02
bbr	3.445615	11.43
bbr	3.446235	12.04
bbr	3.447383	11.19
bbr	3.448512	12.30
bbr	3.449999	11.80
bbr	3.450933	12.72
bbr	3.452071	11.87
bbr	3.452224	12.01
bbr	3.454011	12.21
bbr	3.454939	13.12
bbr	3.456066	11.70
bbr	3.456216	11.83
bbr	3.458018	11.94
bbr	3.458929	12.83
bbr	3.460070	11.31
bbr	3.460223	11.44
bbr	3.462031	11.26
bbr	3.462933	12.14
bbr	3.464063	11.29
bbr	3.464217	11.43
bbr	3.466038	11.26
bbr	3.466088	11.29
bbr	3.468074	11.29
bbr	3.468147	11.34
bbr	3.469573	10.78
bbr	3.470710	11.90
bbr	3.471843	11.05
bbr	3.472135	11.32
bbr	3.473268	10.47
bbr	3.474642	11.83
bbr	3.475769	10.96
bbr	3.477160	12.34
bbr	3.477336	10.52
bbr	3.478319	11.48
bbr	3.479717	10.90
bbr	3.480069	11.23
bbr	3.481199	11.78
bbr	3.482119	12.69
bbr	3.483238	11.24
bbr	3.484125	12.12
bbr	3.485238	11.83
bbr	3.486130	12.70
bbr	3.487261	11.35
bbr	3.488242	12.31
bbr	3.489367	10.90
bbr	3.490179	11.69
bbr	3.491312	11.37
bbr	3.492214	12.26
bbr	3.493340	11.40
bbr	3.494235	12.27
bbr	3.495368	11.39
bbr	3.496315	12.32
bbr	3.497422	11.42
bbr	3.498384	12.37
bbr	3.499513	11.49
bbr	3.500327	12.28
bbr	3.501453	11.40
bbr	3.502385	12.31
bbr	3.503512	11.43
bbr	3.504383	12.28
bbr	3.505511	11.40
bbr	3.507100	12.97
bbr	3.507329	11.19
bbr	3.508234	12.08
bbr	3.509720	11.56
bbr	3.510340	12.16
bbr	3.511469	11.28
bbr	3.512594	12.38
bbr	3.514137	11.92
bbr	3.514183	11.95
bbr	3.515069	10.82
bbr	3.516204	11.94
bbr	3.517100	11.23
bbr	3.518234	12.35
bbr	3.519118	10.66
bbr	3.520289	11.82
bbr	3.521139	10.95
bbr	3.522319	12.11
bbr	3.523170	10.27
bbr	3.524303	11.39
bbr	3.525198	10.27
bbr	3.526345	11.40
bbr	3.527225	10.27
bbr	3.528350	11.38
bbr	3.529252	10.27
bbr	3.530389	11.39
bbr	3.531281	10.27
bbr	3.532410	11.39
bbr	3.533355	10.32
bbr	3.534469	11.42
bbr	3.535332	10.27
bbr	3.536460	11.38
bbr	3.537362	10.27
bbr	3.538491	11.38
bbr	3.540094	10.98
bbr	3.540162	11.03
bbr	3.541704	10.56
bbr	3.542838	11.68
bbr	3.543306	10.13
bbr	3.544431	11.24
bbr	3.545560	10.36
bbr	3.548220	13.00
bbr	3.548375	11.15
bbr	3.548415	11.17
bbr	3.549359	10.51
bbr	3.551138	12.27
bbr	3.551268	10.80
bbr	3.552525	12.04
bbr	3.553653	10.48
bbr	3.554097	10.90
bbr	3.555227	9.36
bbr	3.556093	10.21
bbr	3.557226	9.34
bbr	3.558124	10.22
bbr	3.559256	9.35
bbr	3.560154	10.23
bbr	3.561279	9.35
bbr	3.562153	10.21
bbr	3.563286	10.88
bbr	3.564202	11.78
bbr	3.565327	11.38
bbr	3.566194	12.22
bbr	3.567322	11.36
bbr	3.568854	12.87
bbr	3.569444	11.46
bbr	3.570364	12.36
bbr	3.571461	11.46
bbr	3.572977	12.95
bbr	3.574123	12.10
bbr	3.574282	12.24
bbr	3.575568	11.52
bbr	3.576172	12.10
bbr	3.577298	11.23
bbr	3.578427	12.35
bbr	3.579955	11.80
bbr	3.580890	12.71
bbr	3.582027	11.88
bbr	3.582899	12.73
bbr	3.584026	12.31
bbr	3.584912	13.17
bbr	3.586040	11.77
bbr	3.586169	11.88
bbr	3.588057	12.03
bbr	3.588961	12.92
bbr	3.590109	11.39
bbr	3.590243	11.50
bbr	3.592076	11.34
bbr	3.592194	11.44
bbr	3.594090	11.33
bbr	3.594138	11.36
bbr	3.596138	11.36
bbr	3.596189	11.39
bbr	3.598173	11.38
bbr	3.598225	11.41
bbr	3.600171	11.35
bbr	3.600224	11.39
bbr	3.601074	10.23
bbr	3.602197	11.34
bbr	3.603115	10.26
bbr	3.604246	11.37
bbr	3.605799	10.92
bbr	3.606367	11.47
bbr	3.607505	10.61
bbr	3.608633	11.72
bbr	3.610111	11.19
bbr	3.610159	11.22
bbr	3.611255	10.32
bbr	3.612850	11.89
bbr	3.613727	10.77
bbr	3.614857	11.88
bbr	3.615747	11.17
bbr	3.616878	12.29
bbr	3.617764	11.58
bbr	3.618892	12.69
bbr	3.619788	10.91
bbr	3.620913	12.01
bbr	3.621804	10.22
bbr	3.622931	11.33
bbr	3.623846	10.25
bbr	3.624970	11.36
bbr	3.625847	10.23
bbr	3.627024	11.39
bbr	3.627867	10.23
bbr	3.628995	11.34
bbr	3.629885	10.23
bbr	3.631013	11.34
bbr	3.631904	10.23
bbr	3.633031	11.34
bbr	3.633164	9.47
bbr	3.635020	11.31
bbr	3.635947	10.23
bbr	3.636420	10.69
bbr	3.637549	9.82
bbr	3.638904	11.15
bbr	3.640031	10.28
bbr	3.640224	10.45
bbr	3.641505	9.73
bbr	3.642647	10.86
bbr	3.644042	10.25
bbr	3.644111	10.30
bbr	3.646072	10.26
bbr	3.646123	10.29
bbr	3.648090	11.80
bbr	3.648173	11.87
bbr	3.650119	12.43
bbr	3.650166	12.46
bbr	3.652193	11.96
bbr	3.652245	12.00
bbr	3.654164	11.35
bbr	3.654212	11.38
bbr	3.655082	10.25
bbr	3.656203	11.35
bbr	3.657080	10.23
bbr	3.658212	11.34
bbr	3.659104	10.23
bbr	3.660239	11.35
bbr	3.661094	10.20
bbr	3.662232	11.32
bbr	3.663107	10.19
bbr	3.664233	11.30
bbr	3.665082	10.15
bbr	3.666210	11.26
bbr	3.667082	10.14
bbr	3.668213	11.25
bbr	3.669837	10.87
bbr	3.670293	11.31
bbr	3.671397	10.44
bbr	3.672525	11.55
bbr	3.674051	11.10
bbr	3.674102	11.13
bbr	3.675209	10.26
bbr	3.676680	11.71
bbr	3.677580	10.64
bbr	3.678708	11.75
bbr	3.679597	11.06
bbr	3.680725	12.17
bbr	3.681617	11.48
bbr	3.682732	12.58
bbr	3.683566	10.77
bbr	3.684694	11.88
bbr	3.685560	10.10
bbr	3.686688	11.21
bbr	3.687557	10.11
bbr	3.688682	11.22
bbr	3.689547	10.11
bbr	3.690675	11.21
bbr	3.691550	10.11
bbr	3.692675	11.22
bbr	3.693592	10.16
bbr	3.694714	11.26
bbr	3.695540	10.11
bbr	3.696669	11.22
bbr	3.697533	10.11
bbr	3.698661	11.22
bbr	3.699526	10.11
bbr	3.700662	11.22
bbr	3.701168	9.75
bbr	3.702311	10.88
bbr	3.703813	10.40
bbr	3.704940	11.51
bbr	3.705376	9.97
bbr	3.706504	11.08
bbr	3.707633	10.23
bbr	3.709147	11.73
bbr	3.709318	9.92
bbr	3.711146	11.73
bbr	3.711281	10.29
bbr	3.713168	12.16
bbr	3.713298	10.71
bbr	3.715134	12.53
bbr	3.715264	10.02
bbr	3.717126	11.86
bbr	3.717258	9.35
bbr	3.719144	11.22
bbr	3.719309	9.41
bbr	3.720555	10.64
bbr	3.721686	9.79
bbr	3.723108	11.19
bbr	3.723241	9.35
bbr	3.724249	10.34
bbr	3.725644	9.76
bbr	3.727091	11.19
bbr	3.727271	9.39
bbr	3.728231	10.33
bbr	3.729634	9.76
bbr	3.731116	11.22
bbr	3.731249	10.82
bbr	3.732262	11.82
bbr	3.733667	11.79
bbr	3.734819	12.93
bbr	3.735948	11.55
bbr	3.736297	11.89
bbr	3.737423	11.56
bbr	3.738554	12.68
bbr	3.739756	11.38
bbr	3.740660	12.27
bbr	3.741794	11.94
bbr	3.742657	12.79
bbr	3.743782	11.38
bbr	3.744646	12.23
bbr	3.745816	12.22
bbr	3.746647	13.04
bbr	3.747773	11.61
bbr	3.748641	12.46
bbr	3.749770	11.24
bbr	3.750634	12.08
bbr	3.751769	11.24
bbr	3.752628	12.08
bbr	3.753764	11.24
bbr	3.754632	12.09
bbr	3.755763	11.25
bbr	3.756680	12.15
bbr	3.757788	11.28
bbr	3.758622	12.09
bbr	3.759750	11.24
bbr	3.760652	12.13
bbr	3.761786	11.28
bbr	3.762610	12.09
bbr	3.763737	11.24
bbr	3.764208	11.70
bbr	3.765333	10.84
bbr	3.766887	12.38
bbr	3.768017	11.53
bbr	3.768453	11.95
bbr	3.769598	11.12
bbr	3.770721	12.22
bbr	3.771122	10.64
bbr	3.772254	11.76
bbr	3.773132	10.66
bbr	3.774311	11.82
bbr	3.775111	11.05
bbr	3.776295	12.21
bbr	3.777100	11.44
bbr	3.778237	12.56
bbr	3.779104	10.78
bbr	3.780231	11.89
bbr	3.781091	10.11
bbr	3.782220	11.21
bbr	3.783095	10.11
bbr	3.784231	11.23
bbr	3.785096	10.12
bbr	3.786233	11.24
bbr	3.787078	10.11
bbr	3.788208	11.22
bbr	3.789074	10.11
bbr	3.790207	11.22
bbr	3.791077	10.12
bbr	3.792216	11.24
bbr	3.793071	10.12
bbr	3.794210	11.24
bbr	3.795067	10.12
bbr	3.796203	11.24
bbr	3.797744	10.80
bbr	3.798246	11.28
bbr	3.799375	10.44
bbr	3.800507	11.55
bbr	3.801910	10.97
bbr	3.803038	12.08
bbr	3.803172	10.24
bbr	3.804210	11.26
bbr	3.805575	10.65
bbr	3.806797	11.86
bbr	3.807913	11.39
bbr	3.808207	11.67
bbr	3.809339	11.22
bbr	3.810676	12.54
bbr	3.811806	11.03
bbr	3.812077	11.28
bbr	3.813207	11.43
bbr	3.814661	12.87
bbr	3.815790	11.49
bbr	3.816067	11.75
bbr	3.817202	11.66
bbr	3.818699	13.15
bbr	3.819827	11.77
bbr	3.820170	12.09
bbr	3.821282	11.80
bbr	3.822755	13.26
bbr	3.823894	11.94
bbr	3.824182	12.22
bbr	3.825366	11.94
bbr	3.826804	13.36
bbr	3.827931	11.99
bbr	3.828212	12.26
bbr	3.829341	11.87
bbr	3.830704	13.21
bbr	3.831888	11.88
bbr	3.832186	12.16
bbr	3.833322	11.80
bbr	3.834429	12.89
bbr	3.835559	11.52
bbr	3.836453	12.40
bbr	3.837585	12.01
bbr	3.838501	12.91
bbr	3.839632	11.56
bbr	3.840499	12.41
bbr	3.841631	12.15
bbr	3.842526	13.03
bbr	3.843654	11.61
bbr	3.844545	12.49
bbr	3.845670	11.38
bbr	3.846576	12.27
bbr	3.847707	11.39
bbr	3.848597	12.26
bbr	3.849727	11.39
bbr	3.850627	12.27
bbr	3.851756	11.39
bbr	3.852660	12.28
bbr	3.853787	11.40
bbr	3.854674	12.27
bbr	3.855851	11.44
bbr	3.856700	12.27
bbr	3.857832	11.39
bbr	3.858723	12.26
bbr	3.859850	11.39
bbr	3.860356	11.87
bbr	3.861493	11.00
bbr	3.863056	12.55
bbr	3.863202	10.69
bbr	3.864222	11.69
bbr	3.865761	11.22
bbr	3.866900	12.34
bbr	3.867363	10.80
bbr	3.868493	11.91
bbr	3.869385	10.80
bbr	3.870513	11.91
bbr	3.871407	11.20
bbr	3.872544	12.32
bbr	3.873437	11.61
bbr	3.874574	12.73
bbr	3.875480	10.96
bbr	3.876607	12.06
bbr	3.877485	10.26
bbr	3.878614	11.37
bbr	3.879512	10.26
bbr	3.880640	11.37
bbr	3.881529	10.25
bbr	3.882670	11.37
bbr	3.883563	10.26
bbr	3.884691	11.37
bbr	3.885582	10.26
bbr	3.886083	10.74
bbr	3.887214	9.86
bbr	3.888698	11.32
bbr	3.889829	10.45
bbr	3.890102	10.71
bbr	3.891231	9.83
bbr	3.892605	11.19
bbr	3.893733	10.31
bbr	3.895126	11.68
bbr	3.895258	9.81
bbr	3.896270	10.80
bbr	3.897664	11.71
bbr	3.898093	12.12
bbr	3.899229	11.76
bbr	3.900080	12.59
bbr	3.901207	11.24
bbr	3.903173	13.19
bbr	3.903310	11.93
bbr	3.904316	12.92
bbr	3.905717	11.84
bbr	3.907144	13.26
bbr	3.907281	10.87
bbr	3.908282	11.85
bbr	3.909687	11.72
bbr	3.911065	13.08
bbr	3.911200	11.25
bbr	3.912228	12.26
bbr	3.913630	11.71
bbr	3.915026	13.08
bbr	3.916180	11.72
bbr	3.916298	11.82
bbr	3.917556	11.68
bbr	3.918975	13.08
bbr	3.920167	11.73
bbr	3.920295	11.84
bbr	3.921612	11.77
bbr	3.922778	12.92
bbr	3.923909	11.57
bbr	3.924192	11.84
bbr	3.925320	11.52
bbr	3.926782	12.97
bbr	3.927914	11.62
bbr	3.928301	11.99
bbr	3.929436	11.68
bbr	3.930325	12.55
bbr	3.931445	11.13
bbr	3.932265	11.94
bbr	3.933390	11.83
bbr	3.934233	12.67
bbr	3.935371	11.32
bbr	3.936220	12.15
bbr	3.937355	11.82
bbr	3.938203	12.65
bbr	3.939330	11.16
bbr	3.940191	12.00
bbr	3.941317	11.16
bbr	3.942230	12.06
bbr	3.943364	11.23
bbr	3.944191	12.04
bbr	3.945311	11.20
bbr	3.946114	11.99
bbr	3.947247	11.16
bbr	3.948090	11.98
bbr	3.949220	11.15
bbr	3.950075	11.99
bbr	3.951199	11.16
bbr	3.953154	13.09
bbr	3.953290	11.27
bbr	3.954312	12.27
bbr	3.955685	11.68
bbr	3.956271	12.25
bbr	3.957398	11.42
bbr	3.958525	12.53
bbr	3.960000	12.04
bbr	3.960930	12.96
bbr	3.962008	12.07
bbr	3.962866	12.91
bbr	3.963994	12.08
bbr	3.964887	12.96
bbr	3.966001	11.58
bbr	3.966837	12.41
bbr	3.967966	11.83
bbr	3.968798	12.65
bbr	3.969930	11.16
bbr	3.970203	11.41
bbr	3.971331	10.58
bbr	3.972770	12.00
bbr	3.973897	11.17
bbr	3.974163	11.41
bbr	3.975297	10.59
bbr	3.976693	11.97
bbr	3.977825	11.14
bbr	3.978106	11.40
bbr	3.979233	10.57
bbr	3.980594	11.91
bbr	3.981721	11.65
bbr	3.983104	13.02
bbr	3.983236	11.69
bbr	3.984250	12.69
bbr	3.985664	11.63
bbr	3.986827	12.78
bbr	3.987953	12.49
bbr	3.988236	12.75
bbr	3.989366	11.40
bbr	3.990495	12.51
bbr	3.991699	12.32
bbr	3.992652	13.26
bbr	3.993786	11.92
bbr	3.994564	12.69
bbr	3.995690	11.30
bbr	3.996548	12.14
bbr	3.997684	12.10
bbr	3.998518	12.92
bbr	3.999647	11.54
bbr	4.000495	12.37
bbr	4.001622	11.15
bbr	4.002471	11.98
bbr	4.003601	11.15
bbr	4.004450	11.98
bbr	4.005577	11.15
bbr	4.006446	12.00
bbr	4.007575	11.17
bbr	4.008406	11.99
bbr	4.009538	11.15
bbr	4.010405	12.00
bbr	4.011542	11.18
bbr	4.012369	11.99
bbr	4.013495	11.15
bbr	4.014408	12.05
bbr	4.015542	11.22
bbr	4.017024	12.69
bbr	4.018170	11.87
bbr	4.018385	12.07
bbr	4.019528	11.25
bbr	4.020162	11.87
bbr	4.021290	11.03
bbr	4.022401	12.12
bbr	4.023907	11.67
bbr	4.024859	12.61
bbr	4.025930	11.72
bbr	4.026747	12.52
bbr	4.027878	12.09
bbr	4.028721	12.91
bbr	4.029849	11.57
bbr	4.030707	12.41
bbr	4.031834	11.82
bbr	4.032673	12.64
bbr	4.033808	11.15
bbr	4.034659	11.98
bbr	4.035809	11.18
bbr	4.036629	11.98
bbr	4.037759	11.15
bbr	4.038611	11.98
bbr	4.039741	11.15
bbr	4.040595	11.99
bbr	4.041799	11.23
bbr	4.042571	11.98
bbr	4.043705	11.16
bbr	4.044584	12.02
bbr	4.045718	11.20
bbr	4.046643	12.10
bbr	4.047755	11.25
bbr	4.048217	11.70
bbr	4.049345	10.87
bbr	4.050908	12.41
bbr	4.052198	11.74
bbr	4.052248	11.77
bbr	4.053520	11.08
bbr	4.054804	12.35
bbr	4.055933	11.48
bbr	4.056211	11.74
bbr	4.057344	10.88
bbr	4.058477	12.00
bbr	4.059595	11.52
bbr	4.060996	12.91
bbr	4.062234	12.55
bbr	4.062294	12.59
bbr	4.063574	11.35
bbr	4.064864	12.63
bbr	4.065992	12.41
bbr	4.066343	12.75
bbr	4.067443	11.37
bbr	4.068906	12.82
bbr	4.069817	12.21
bbr	4.070966	13.35
bbr	4.072132	12.37
bbr	4.072292	12.51
bbr	4.073574	11.31
bbr	4.074940	12.66
bbr	4.076144	12.50
bbr	4.076276	12.61
bbr	4.077564	11.43
bbr	4.078740	12.59
bbr	4.079868	12.20
bbr	4.080134	12.45
bbr	4.081274	11.59
bbr	4.082876	13.18
bbr	4.084006	11.77
bbr	4.084448	12.19
bbr	4.085577	11.87
bbr	4.086463	12.73
bbr	4.087594	11.31
bbr	4.088476	12.18
bbr	4.089607	12.09
bbr	4.090494	12.96
bbr	4.091621	11.62
bbr	4.092523	12.50
bbr	4.093651	12.02
bbr	4.094513	12.87
bbr	4.095648	11.33
bbr	4.096525	12.19
bbr	4.097660	11.33
bbr	4.098543	12.20
bbr	4.099671	11.33
bbr	4.100556	12.20
bbr	4.101681	11.32
bbr	4.102589	12.21
bbr	4.103723	11.35
bbr	4.104582	12.20
bbr	4.105716	11.34
bbr	4.106628	12.23
bbr	4.107743	11.35
bbr	4.108608	12.20
bbr	4.109737	11.33
bbr	4.110215	11.79
bbr	4.111348	10.93
bbr	4.112919	12.48
bbr	4.114055	11.62
bbr	4.114192	11.74
bbr	4.115638	11.19
bbr	4.116787	12.32
bbr	4.117192	10.73
bbr	4.118360	11.88
bbr	4.119207	10.73
bbr	4.120333	11.84
bbr	4.121222	11.14
bbr	4.122437	12.34
bbr	4.123254	11.56
bbr	4.124381	12.67
bbr	4.125251	10.87
bbr	4.126421	12.03
bbr	4.127254	10.19
bbr	4.128384	11.30
bbr	4.129268	10.20
bbr	4.130372	11.28
bbr	4.131285	10.20
bbr	4.132411	11.30
bbr	4.133318	10.22
bbr	4.134445	11.33
bbr	4.135304	10.19
bbr	4.136934	11.80
bbr	4.138063	10.94
bbr	4.138196	11.05
bbr	4.139584	10.45
bbr	4.140839	11.68
bbr	4.141968	10.82
bbr	4.142248	11.08
bbr	4.143393	10.23
bbr	4.144787	11.61
bbr	4.145971	10.80
bbr	4.146280	11.09
bbr	4.147380	11.66
bbr	4.148443	12.71
bbr	4.149572	11.37
bbr	4.150454	12.23
bbr	4.151581	11.99
bbr	4.152513	12.90
bbr	4.153627	11.51
bbr	4.154478	12.34
bbr	4.155609	12.05
bbr	4.156486	12.91
bbr	4.157613	11.49
bbr	4.158501	12.37
bbr	4.159632	11.33
bbr	4.160507	12.18
bbr	4.161638	11.32
bbr	4.162527	12.19
bbr	4.163651	11.32
bbr	4.164530	12.19
bbr	4.165679	11.34
bbr	4.166548	12.19
bbr	4.167679	11.33
bbr	4.168557	12.19
bbr	4.169700	11.34
bbr	4.170574	12.19
bbr	4.171702	11.33
bbr	4.172580	12.19
bbr	4.173707	11.32
bbr	4.174244	11.84
bbr	4.175444	11.04
bbr	4.176896	12.48
bbr	4.178039	11.63
bbr	4.178147	11.72
bbr	4.179580	11.16
bbr	4.180704	12.26
bbr	4.181166	10.73
bbr	4.182310	11.86
bbr	4.183208	10.76
bbr	4.184332	11.87
bbr	4.185187	11.13
bbr	4.186406	12.34
bbr	4.187201	11.54
bbr	4.188332	12.65
bbr	4.189216	10.87
bbr	4.190392	12.02
bbr	4.191228	10.19
bbr	4.192355	11.30
bbr	4.193272	10.22
bbr	4.194418	11.35
bbr	4.195252	10.20
bbr	4.196379	11.31
bbr	4.197276	10.21
bbr	4.198413	11.32
bbr	4.199278	10.20
bbr	4.200408	11.31
bbr	4.201285	10.19
bbr	4.202362	11.25
bbr	4.203295	10.19
bbr	4.204470	11.35
bbr	4.205308	10.19
bbr	4.206440	11.30
bbr	4.208009	10.88
bbr	4.208526	11.38
bbr	4.209653	10.51
bbr	4.210780	11.62
bbr	4.211218	10.07
bbr	4.212347	11.18
bbr	4.213491	10.33
