Scheme	Time (s)	Delay (ms)
bbr	3.321913	14.44
bbr	3.323034	14.48
bbr	3.323054	14.46
bbr	3.324489	13.36
bbr	3.325607	14.44
bbr	3.326744	14.25
bbr	3.327061	14.51
bbr	3.328184	13.14
bbr	3.329600	14.52
bbr	3.330719	14.21
bbr	3.332132	15.59
bbr	3.332169	13.14
bbr	3.333258	14.19
bbr	3.334729	14.05
bbr	3.335852	15.13
bbr	3.336973	13.76
bbr	3.337295	13.98
bbr	3.338420	14.07
bbr	3.339810	15.42
bbr	3.340932	14.00
bbr	3.341289	14.32
bbr	3.342411	14.04
bbr	3.343810	15.39
bbr	3.344942	14.05
bbr	3.345230	14.30
bbr	3.346373	12.89
bbr	3.347776	14.25
bbr	3.348897	14.31
bbr	3.349232	14.61
bbr	3.350355	13.20
bbr	3.351751	14.55
bbr	3.352874	14.29
bbr	3.353280	14.66
bbr	3.354404	13.26
bbr	3.355812	14.63
bbr	3.356932	14.35
bbr	3.357255	14.63
bbr	3.358437	13.35
bbr	3.359788	14.66
bbr	3.360909	14.37
bbr	3.361221	14.64
bbr	3.362346	13.25
bbr	3.363737	14.60
bbr	3.364862	14.33
bbr	3.365199	14.64
bbr	3.366319	13.19
bbr	3.367726	14.56
bbr	3.368846	14.26
bbr	3.369147	14.52
bbr	3.370272	13.15
bbr	3.371710	14.55
bbr	3.372830	14.27
bbr	3.373137	14.54
bbr	3.374261	13.17
bbr	3.375660	14.53
bbr	3.376786	14.28
bbr	3.377109	14.57
bbr	3.378242	13.19
bbr	3.379623	14.53
bbr	3.380742	14.24
bbr	3.381058	14.52
bbr	3.382186	13.17
bbr	3.383635	14.58
bbr	3.384766	14.29
bbr	3.385890	15.37
bbr	3.387013	14.01
bbr	3.387145	14.10
bbr	3.388515	14.08
bbr	3.389676	15.21
bbr	3.390797	13.83
bbr	3.391107	14.10
bbr	3.392232	13.84
bbr	3.393607	15.17
bbr	3.394729	13.80
bbr	3.396132	15.17
bbr	3.396190	13.79
bbr	3.397260	14.82
bbr	3.398736	11.54
bbr	3.399857	12.55
bbr	3.400977	12.51
bbr	3.401302	12.81
bbr	3.402422	11.44
bbr	3.403787	12.78
bbr	3.404910	12.53
bbr	3.405268	12.85
bbr	3.406389	11.49
bbr	3.407814	12.88
bbr	3.408936	11.47
bbr	3.409250	11.74
bbr	3.410367	11.78
bbr	3.411756	13.13
bbr	3.412840	11.67
bbr	3.413182	11.97
bbr	3.414305	11.74
bbr	3.415705	13.11
bbr	3.416824	11.72
bbr	3.417274	12.13
bbr	3.418393	11.81
bbr	3.419296	12.68
bbr	3.420590	11.47
bbr	3.421287	12.13
bbr	3.422409	11.90
bbr	3.423328	12.78
bbr	3.424449	11.40
bbr	3.425305	12.22
bbr	3.426427	11.95
bbr	3.427347	12.83
bbr	3.428472	11.34
bbr	3.429325	12.15
bbr	3.430456	11.32
bbr	3.431424	12.25
bbr	3.432545	11.40
bbr	3.433346	12.15
bbr	3.434472	11.31
bbr	3.435371	12.17
bbr	3.436495	11.33
bbr	3.437370	12.16
bbr	3.438494	11.32
bbr	3.439437	12.22
bbr	3.440563	11.38
bbr	3.441391	12.16
bbr	3.442512	11.32
bbr	3.444094	12.86
bbr	3.444133	10.93
bbr	3.445238	11.99
bbr	3.446729	11.51
bbr	3.447328	12.03
bbr	3.448453	11.22
bbr	3.449578	12.30
bbr	3.451090	11.85
bbr	3.451109	11.78
bbr	3.453116	11.87
bbr	3.453137	11.85
bbr	3.455091	12.23
bbr	3.455111	12.21
bbr	3.456559	11.08
bbr	3.457683	12.16
bbr	3.458820	11.67
bbr	3.459127	11.94
bbr	3.460252	10.42
bbr	3.461652	11.77
bbr	3.462775	10.94
bbr	3.463095	11.21
bbr	3.464221	10.38
bbr	3.465617	11.73
bbr	3.466738	10.88
bbr	3.467052	11.13
bbr	3.468177	11.75
bbr	3.469600	13.13
bbr	3.470720	11.74
bbr	3.472129	13.11
bbr	3.472166	11.74
bbr	3.473256	12.79
bbr	3.474727	11.77
bbr	3.475884	12.88
bbr	3.476968	12.58
bbr	3.477315	12.88
bbr	3.478438	11.53
bbr	3.479828	12.88
bbr	3.480947	12.58
bbr	3.481386	12.98
bbr	3.482507	11.62
bbr	3.483482	12.55
bbr	3.484589	11.15
bbr	3.485394	11.91
bbr	3.486518	11.97
bbr	3.487476	12.86
bbr	3.488598	11.42
bbr	3.489483	12.26
bbr	3.490604	12.00
bbr	3.491511	12.87
bbr	3.492631	11.38
bbr	3.493535	12.24
bbr	3.494653	11.35
bbr	3.495590	12.24
bbr	3.496709	11.45
bbr	3.497641	12.34
bbr	3.498729	11.40
bbr	3.499644	12.27
bbr	3.500769	11.43
bbr	3.501669	12.29
bbr	3.502791	11.42
bbr	3.503714	12.30
bbr	3.504844	11.45
bbr	3.505756	12.32
bbr	3.506874	11.43
bbr	3.507412	11.92
bbr	3.508514	11.05
bbr	3.510088	12.58
bbr	3.510123	10.62
bbr	3.511216	11.67
bbr	3.512815	11.28
bbr	3.513896	12.32
bbr	3.514412	10.85
bbr	3.515539	11.93
bbr	3.516443	10.84
bbr	3.517565	11.92
bbr	3.518473	11.24
bbr	3.519617	12.32
bbr	3.520529	11.68
bbr	3.521651	12.76
bbr	3.522537	10.98
bbr	3.523714	12.11
bbr	3.524564	10.29
bbr	3.525691	11.37
bbr	3.526598	10.30
bbr	3.527728	11.38
bbr	3.528633	10.30
bbr	3.529756	11.38
bbr	3.530662	10.29
bbr	3.531787	11.36
bbr	3.532691	10.29
bbr	3.533813	11.37
bbr	3.534718	10.29
bbr	3.535843	11.37
bbr	3.536769	10.31
bbr	3.537906	11.40
bbr	3.538798	10.31
bbr	3.539377	10.84
bbr	3.540504	9.98
bbr	3.541896	11.33
bbr	3.543016	10.47
bbr	3.543036	10.44
bbr	3.544519	9.94
bbr	3.545641	11.02
bbr	3.546973	10.36
bbr	3.547855	11.18
bbr	3.548975	10.33
bbr	3.549873	11.18
bbr	3.550992	11.79
bbr	3.551970	12.73
bbr	3.553097	12.43
bbr	3.553117	12.41
bbr	3.555032	11.83
bbr	3.555052	11.74
bbr	3.557102	11.38
bbr	3.557140	11.37
bbr	3.559098	11.39
bbr	3.559121	11.36
bbr	3.561119	11.39
bbr	3.561155	11.38
bbr	3.563112	11.34
bbr	3.563132	11.31
bbr	3.565130	11.33
bbr	3.565151	11.31
bbr	3.566055	10.22
bbr	3.567180	11.30
bbr	3.568057	10.21
bbr	3.569184	11.29
bbr	3.571148	11.29
bbr	3.571168	11.25
bbr	3.572756	10.89
bbr	3.573246	11.34
bbr	3.574370	10.50
bbr	3.575510	11.58
bbr	3.577092	11.21
bbr	3.577113	11.19
bbr	3.578218	10.31
bbr	3.579701	11.75
bbr	3.580627	10.74
bbr	3.581752	11.82
bbr	3.582638	11.12
bbr	3.589121	17.56
bbr	3.589173	16.06
bbr	3.589185	16.03
bbr	3.589217	13.41
bbr	3.589227	13.36
bbr	3.589257	10.79
bbr	3.589267	10.76
bbr	3.590274	9.79
bbr	3.591795	11.27
bbr	3.592917	10.42
bbr	3.593776	11.23
bbr	3.594895	10.38
bbr	3.595783	11.22
bbr	3.596897	6.32
bbr	3.597781	7.13
bbr	3.598898	7.25
bbr	3.599833	8.14
bbr	3.600918	7.29
bbr	3.601798	8.12
bbr	3.602913	7.27
bbr	3.603834	8.15
bbr	3.604954	7.30
bbr	3.605847	8.16
bbr	3.606967	7.31
bbr	3.607853	8.15
bbr	3.609041	7.37
bbr	3.609842	8.13
bbr	3.611121	7.44
bbr	3.611139	7.40
bbr	3.612276	6.58
bbr	3.613756	8.01
bbr	3.614877	7.17
bbr	3.615298	7.55
bbr	3.616438	6.77
bbr	3.617274	7.49
bbr	3.618393	7.48
bbr	3.619188	8.23
bbr	3.620333	7.81
bbr	3.621151	8.58
bbr	3.622272	7.14
bbr	3.623105	7.93
bbr	3.624232	7.14
bbr	3.625084	7.95
bbr	3.626303	7.25
bbr	3.627058	7.97
bbr	3.628182	7.17
bbr	3.630089	9.04
bbr	3.630127	7.16
bbr	3.632039	9.03
bbr	3.632076	7.14
bbr	3.633999	9.02
bbr	3.634860	9.86
bbr	3.636001	10.97
bbr	3.636849	9.96
bbr	3.637970	11.04
bbr	3.638770	9.92
bbr	3.639911	11.02
bbr	3.640742	9.95
bbr	3.641869	11.03
bbr	3.642333	9.57
bbr	3.643469	10.66
bbr	3.644959	10.24
bbr	3.646098	11.34
bbr	3.646131	9.45
bbr	3.647574	10.85
bbr	3.648696	10.06
bbr	3.649098	10.42
bbr	3.650216	9.62
bbr	3.651055	10.41
bbr	3.652178	10.02
bbr	3.654080	11.88
bbr	3.654116	10.39
bbr	3.656012	12.24
bbr	3.656051	9.71
bbr	3.657931	11.55
bbr	3.658769	9.82
bbr	3.659892	10.90
bbr	3.660719	9.81
bbr	3.661844	10.88
bbr	3.662617	9.77
bbr	3.663740	10.85
bbr	3.664548	9.78
bbr	3.665675	10.86
bbr	3.666480	9.78
bbr	3.667606	10.86
bbr	3.668445	9.81
bbr	3.669538	10.86
bbr	3.670322	9.77
bbr	3.671452	10.82
bbr	3.672266	9.79
bbr	3.673388	10.87
bbr	3.674916	10.51
bbr	3.675375	10.92
bbr	3.676497	10.16
bbr	3.677619	11.24
bbr	3.679006	10.74
bbr	3.680135	11.82
bbr	3.680179	9.99
bbr	3.681587	11.36
bbr	3.682407	10.29
bbr	3.683536	11.37
bbr	3.684337	10.68
bbr	3.685463	11.76
bbr	3.686257	11.06
bbr	3.687391	12.15
bbr	3.688196	10.43
bbr	3.689317	11.50
bbr	3.690152	9.81
bbr	3.691245	10.85
bbr	3.692075	9.81
bbr	3.693192	10.88
bbr	3.695077	10.88
bbr	3.695096	10.85
bbr	3.696996	10.88
bbr	3.697842	11.68
bbr	3.698964	10.91
bbr	3.699746	11.65
bbr	3.700874	10.90
bbr	3.701673	11.65
bbr	3.702794	10.88
bbr	3.703616	11.65
bbr	3.704737	10.91
bbr	3.705145	11.27
bbr	3.706465	10.71
bbr	3.707796	11.99
bbr	3.708917	11.22
bbr	3.709229	11.48
bbr	3.710349	10.74
bbr	3.711477	11.83
bbr	3.712943	11.41
bbr	3.713749	12.18
bbr	3.714939	11.47
bbr	3.715679	12.17
bbr	3.716804	11.80
bbr	3.717597	12.55
bbr	3.718716	13.64
bbr	3.719552	14.45
bbr	3.720672	14.11
bbr	3.721473	14.87
bbr	3.722599	13.50
bbr	3.723412	14.28
bbr	3.724533	12.85
bbr	3.725311	13.57
bbr	3.726445	12.83
bbr	3.727237	13.58
bbr	3.728361	12.82
bbr	3.729165	13.58
bbr	3.730307	12.85
bbr	3.731092	13.59
bbr	3.732218	12.82
bbr	3.734119	14.67
bbr	3.734157	12.83
bbr	3.735249	13.88
bbr	3.736696	13.43
bbr	3.737817	14.51
bbr	3.738960	13.79
bbr	3.739258	14.04
bbr	3.740378	13.28
bbr	3.741789	14.64
bbr	3.742910	13.88
bbr	3.743206	14.13
bbr	3.744352	13.40
bbr	3.745099	14.10
bbr	3.746221	13.34
bbr	3.747075	14.15
bbr	3.748196	12.76
bbr	3.750045	14.56
bbr	3.750082	13.53
bbr	3.751187	14.60
bbr	3.752650	13.53
bbr	3.753935	14.78
bbr	3.755068	14.50
bbr	3.755089	14.48
bbr	3.756504	13.43
bbr	3.757785	14.67
bbr	3.758909	13.95
bbr	3.759214	14.21
bbr	3.760338	13.43
bbr	3.761767	14.82
bbr	3.762854	14.04
bbr	3.763209	14.35
bbr	3.764330	12.92
bbr	3.765730	14.28
bbr	3.766851	14.14
bbr	3.767207	14.45
bbr	3.768286	13.04
bbr	3.769744	14.44
bbr	3.770865	14.31
bbr	3.771175	14.57
bbr	3.772300	13.22
bbr	3.773736	14.62
bbr	3.774824	14.29
bbr	3.775186	14.62
bbr	3.776330	13.26
bbr	3.777046	13.94
bbr	3.778167	13.66
bbr	3.780018	15.47
bbr	3.780057	13.05
bbr	3.781162	14.08
bbr	3.782575	14.06
bbr	3.783903	15.35
bbr	3.785023	13.98
bbr	3.785044	13.96
bbr	3.786474	13.97
bbr	3.787597	15.06
bbr	3.788719	13.67
bbr	3.789048	13.96
bbr	3.790169	13.31
bbr	3.791571	14.66
bbr	3.792704	13.92
bbr	3.794099	15.27
bbr	3.794134	12.80
bbr	3.795225	13.85
bbr	3.796740	14.08
bbr	3.797843	15.14
bbr	3.798965	13.74
bbr	3.799295	14.03
bbr	3.800433	14.10
bbr	3.801811	15.44
bbr	3.802937	14.04
bbr	3.803336	14.39
bbr	3.804465	14.12
bbr	3.805272	14.88
bbr	3.806341	13.47
bbr	3.807138	14.23
bbr	3.808263	12.83
bbr	3.809077	13.61
bbr	3.810198	13.62
bbr	3.812107	15.49
bbr	3.812147	13.01
bbr	3.813231	14.06
bbr	3.814723	14.14
bbr	3.815845	15.22
bbr	3.816965	13.81
bbr	3.817315	14.12
bbr	3.818434	13.36
bbr	3.819849	14.73
bbr	3.820970	13.97
bbr	3.821292	14.25
bbr	3.822414	13.48
bbr	3.823809	14.83
bbr	3.824930	14.07
bbr	3.825269	14.37
bbr	3.826392	12.90
bbr	3.827744	14.21
bbr	3.828865	11.69
bbr	3.829193	11.98
bbr	3.830312	11.69
bbr	3.831718	13.06
bbr	3.832840	11.68
bbr	3.833155	11.96
bbr	3.834275	11.69
bbr	3.835702	13.08
bbr	3.836787	11.65
bbr	3.837167	12.00
bbr	3.838292	11.77
bbr	3.839177	12.62
bbr	3.840301	11.28
bbr	3.841196	12.13
bbr	3.842318	11.83
bbr	3.843184	12.65
bbr	3.844312	11.29
bbr	3.845174	12.12
bbr	3.846294	11.84
bbr	3.847168	12.68
bbr	3.848292	11.26
bbr	3.849177	12.11
bbr	3.850296	11.26
bbr	3.851179	12.10
bbr	3.852318	11.28
bbr	3.853225	12.14
bbr	3.854330	11.29
bbr	3.855158	12.07
bbr	3.856288	11.26
bbr	3.857166	12.09
bbr	3.858290	11.26
bbr	3.859164	12.09
bbr	3.860287	11.26
bbr	3.861155	12.08
bbr	3.862277	11.25
bbr	3.863841	12.77
bbr	3.864958	11.94
bbr	3.865319	12.25
bbr	3.866439	11.42
bbr	3.868119	13.06
bbr	3.868173	11.15
bbr	3.869246	12.18
bbr	3.870780	11.76
bbr	3.871718	12.65
bbr	3.872839	11.82
bbr	3.873140	12.08
bbr	3.874264	11.65
bbr	3.875671	13.02
bbr	3.876799	11.62
bbr	3.877150	11.94
bbr	3.878275	11.40
bbr	3.879679	12.76
bbr	3.880799	11.26
bbr	3.881109	11.53
bbr	3.882231	10.70
bbr	3.883642	12.06
bbr	3.884724	11.72
bbr	3.885067	12.03
bbr	3.886190	11.75
bbr	3.887581	13.10
bbr	3.888702	11.72
bbr	3.890129	13.10
bbr	3.890165	11.71
bbr	3.891262	12.77
bbr	3.892691	11.72
bbr	3.893809	12.80
bbr	3.894930	12.53
bbr	3.895234	12.80
bbr	3.896356	11.42
bbr	3.897744	12.77
bbr	3.898831	12.47
bbr	3.899185	12.79
bbr	3.900308	11.43
bbr	3.901396	12.48
bbr	3.902518	11.09
bbr	3.903452	11.98
bbr	3.904573	12.03
bbr	3.905409	12.83
bbr	3.906532	11.44
bbr	3.907412	12.28
bbr	3.908538	11.99
bbr	3.909378	12.79
bbr	3.910498	11.46
bbr	3.911434	12.35
bbr	3.912555	11.30
bbr	3.913384	12.09
bbr	3.914504	11.21
bbr	3.915409	12.06
bbr	3.916528	11.28
bbr	3.917400	12.10
bbr	3.918508	11.26
bbr	3.919363	12.05
bbr	3.920506	11.27
bbr	3.921368	12.09
bbr	3.922487	11.25
bbr	3.923411	12.08
bbr	3.924535	11.29
bbr	3.925362	12.07
bbr	3.926481	11.24
bbr	3.928048	12.73
bbr	3.928085	10.86
bbr	3.929189	11.92
bbr	3.930605	11.38
bbr	3.931230	11.90
bbr	3.932351	11.12
bbr	3.933476	12.21
bbr	3.934998	11.77
bbr	3.935950	12.64
bbr	3.937078	11.86
bbr	3.937097	11.83
bbr	3.938978	12.16
bbr	3.939888	13.03
bbr	3.941006	11.64
bbr	3.941876	12.47
bbr	3.943001	11.91
bbr	3.943893	12.76
bbr	3.945015	11.27
bbr	3.945037	11.24
bbr	3.947009	11.26
bbr	3.947988	12.19
bbr	3.949132	11.39
bbr	3.949153	11.37
bbr	3.951097	11.36
bbr	3.951118	11.33
bbr	3.953118	11.38
bbr	3.953138	11.36
bbr	3.955154	11.41
bbr	3.955175	11.38
bbr	3.956086	10.31
bbr	3.957740	11.92
bbr	3.958864	11.04
bbr	3.959179	11.30
bbr	3.960303	10.47
bbr	3.961724	11.85
bbr	3.962846	10.98
bbr	3.963178	11.26
bbr	3.964299	10.40
bbr	3.965414	11.47
bbr	3.966535	10.61
bbr	3.967489	11.51
bbr	3.968609	12.11
bbr	3.969463	12.93
bbr	3.970607	11.57
bbr	3.971484	12.41
bbr	3.972598	12.10
bbr	3.973523	12.98
bbr	3.974644	11.61
bbr	3.975541	12.47
bbr	3.976663	11.39
bbr	3.977549	12.23
bbr	3.978668	11.34
bbr	3.979584	12.20
bbr	3.980704	11.38
bbr	3.981603	12.24
bbr	3.982720	11.38
bbr	3.983647	12.26
bbr	3.984797	11.42
bbr	3.985635	12.21
bbr	3.986759	11.37
bbr	3.987658	12.22
bbr	3.988778	11.37
bbr	3.989680	12.23
bbr	3.990797	11.36
bbr	3.991383	11.90
bbr	3.992504	11.04
bbr	3.993999	12.49
bbr	3.995131	11.65
bbr	3.995151	11.62
bbr	3.996749	11.25
bbr	3.997826	12.29
bbr	3.998306	10.79
bbr	3.999437	11.88
bbr	4.000349	10.81
bbr	4.001456	11.88
bbr	4.002354	11.20
bbr	4.003480	12.29
bbr	4.004403	11.63
bbr	4.005525	12.71
bbr	4.006382	10.92
bbr	4.007513	12.00
bbr	4.008419	10.25
bbr	4.009549	11.34
bbr	4.010440	10.25
bbr	4.011565	11.33
bbr	4.012453	10.24
bbr	4.013575	11.32
bbr	4.014469	10.24
bbr	4.015595	11.32
bbr	4.016499	10.25
bbr	4.017621	11.33
bbr	4.018557	10.29
bbr	4.019678	11.36
bbr	4.020533	10.24
bbr	4.021655	11.31
bbr	4.022560	10.25
bbr	4.023692	11.33
bbr	4.024196	9.87
bbr	4.025317	10.94
bbr	4.026893	10.54
bbr	4.028016	11.61
bbr	4.028073	9.70
bbr	4.029594	11.16
bbr	4.030715	10.32
bbr	4.031191	10.75
bbr	4.032300	9.88
bbr	4.033185	10.72
bbr	4.034308	10.26
bbr	4.035205	11.11
bbr	4.036327	10.67
bbr	4.037226	11.52
bbr	4.038345	9.99
bbr	4.039229	10.82
bbr	4.040573	9.54
bbr	4.041233	10.16
bbr	4.042354	9.31
bbr	4.043243	10.15
bbr	4.044365	9.30
bbr	4.045251	10.15
bbr	4.046372	9.29
bbr	4.047273	10.14
bbr	4.048419	9.34
bbr	4.049302	10.18
bbr	4.050409	11.24
bbr	4.051352	12.16
bbr	4.052452	11.36
bbr	4.053297	12.15
bbr	4.054420	11.32
bbr	4.056039	12.89
bbr	4.056076	10.96
bbr	4.057181	12.02
bbr	4.058592	11.47
bbr	4.059218	12.05
bbr	4.060338	11.19
bbr	4.061461	12.27
bbr	4.062988	11.84
bbr	4.063956	12.76
bbr	4.065085	11.92
bbr	4.065106	11.90
bbr	4.067019	12.22
bbr	4.067041	12.20
bbr	4.069043	11.68
bbr	4.069065	11.67
bbr	4.071044	11.97
bbr	4.071064	11.95
bbr	4.073105	11.35
bbr	4.073127	11.33
bbr	4.075074	11.30
bbr	4.075094	11.27
bbr	4.077130	11.35
bbr	4.077154	11.33
bbr	4.079106	11.32
bbr	4.079128	11.29
bbr	4.081134	11.33
bbr	4.081158	11.31
bbr	4.082076	10.26
bbr	4.083209	11.35
bbr	4.084084	10.26
bbr	4.085206	11.33
bbr	4.087145	11.30
bbr	4.087165	11.25
bbr	4.088764	10.91
bbr	4.089257	11.36
bbr	4.090383	10.52
bbr	4.091507	11.58
bbr	4.093067	11.16
bbr	4.093090	11.13
bbr	4.094194	10.30
bbr	4.095754	11.80
bbr	4.096668	10.77
bbr	4.097796	11.85
bbr	4.098654	11.14
bbr	4.099781	12.22
bbr	4.100670	11.55
bbr	4.101819	12.65
bbr	4.102716	10.91
bbr	4.103842	11.99
bbr	4.104691	10.20
bbr	4.105829	11.30
bbr	4.106716	10.21
bbr	4.107851	11.29
bbr	4.108725	10.21
bbr	4.109860	11.30
bbr	4.110728	10.20
bbr	4.111854	11.28
bbr	4.112743	10.20
bbr	4.113865	11.27
bbr	4.114815	10.27
bbr	4.115965	11.37
bbr	4.116771	10.21
bbr	4.117899	11.29
bbr	4.118784	10.21
bbr	4.119924	11.30
bbr	4.120423	9.84
bbr	4.121547	10.91
bbr	4.122961	10.36
bbr	4.124094	11.45
bbr	4.124133	9.48
bbr	4.125239	10.53
bbr	4.126636	10.01
bbr	4.127367	10.69
bbr	4.128684	10.05
bbr	4.129373	10.69
bbr	4.130513	10.24
bbr	4.131424	11.11
bbr	4.132549	10.69
bbr	4.133434	11.53
bbr	4.134572	11.75
bbr	4.135709	12.85
bbr	4.137119	11.71
bbr	4.137139	11.69
bbr	4.138539	11.32
bbr	4.139440	12.07
bbr	4.140696	11.46
bbr	4.141446	12.17
bbr	4.142589	11.34
bbr	4.143510	12.19
bbr	4.144634	11.38
bbr	4.145498	12.20
bbr	4.146628	10.79
bbr	4.147492	11.60
bbr	4.148783	11.48
bbr	4.149516	12.17
bbr	4.150637	11.34
bbr	4.151534	12.19
bbr	4.152659	11.35
bbr	4.153135	11.78
bbr	4.154258	10.91
bbr	4.155825	12.43
bbr	4.156950	11.60
bbr	4.157424	12.03
bbr	4.158545	11.20
bbr	4.159674	12.28
bbr	4.160106	10.75
bbr	4.161250	11.85
bbr	4.162110	10.74
bbr	4.163236	11.82
bbr	4.164132	11.15
bbr	4.165255	12.23
bbr	4.166150	11.56
bbr	4.167295	12.67
bbr	4.168213	10.94
bbr	4.169315	11.99
bbr	4.170153	10.20
bbr	4.171322	11.31
bbr	4.172177	10.21
bbr	4.173303	11.29
bbr	4.174181	10.20
bbr	4.175350	11.32
bbr	4.176201	10.20
bbr	4.177322	11.27
bbr	4.178209	10.20
bbr	4.179348	11.29
bbr	4.180254	10.24
bbr	4.181379	11.32
bbr	4.182230	10.20
bbr	4.183371	11.29
bbr	4.184263	10.22
bbr	4.185390	11.30
bbr	4.186983	10.93
bbr	4.187496	11.39
bbr	4.188620	10.55
bbr	4.189743	11.63
bbr	4.190218	10.14
bbr	4.191362	11.23
bbr	4.192481	10.39
bbr	4.194004	11.86
bbr	4.194939	10.82
bbr	4.196076	11.91
bbr	4.196117	10.37
bbr	4.198061	12.27
bbr	4.198096	10.74
bbr	4.200087	12.68
bbr	4.200126	10.06
