Scheme	Time (s)	Delay (ms)
aurora	3.621474	160.05
aurora	3.621504	160.06
aurora	3.623639	161.22
aurora	3.623670	161.21
aurora	3.624761	161.33
aurora	3.626996	163.53
aurora	3.630370	165.83
aurora	3.630397	165.82
aurora	3.630428	164.80
aurora	3.630473	164.81
aurora	3.630498	163.90
aurora	3.632741	165.04
aurora	3.632772	165.04
aurora	3.641276	172.44
aurora	3.641306	172.44
aurora	3.641336	170.77
aurora	3.641400	170.79
aurora	3.641418	170.51
aurora	3.641462	170.53
aurora	3.641512	169.48
aurora	3.641548	169.49
aurora	3.643417	170.37
aurora	3.643446	170.37
aurora	3.645518	171.38
aurora	3.645546	171.38
aurora	3.646592	171.32
aurora	3.646620	171.31
aurora	3.648423	171.94
aurora	3.648451	171.94
aurora	3.649570	172.09
aurora	3.649597	172.09
aurora	3.651698	173.30
aurora	3.651739	173.32
aurora	3.652840	173.34
aurora	3.652867	173.34
aurora	3.653071	172.49
aurora	3.653096	172.48
aurora	3.656195	174.54
aurora	3.656224	174.53
aurora	3.667212	184.51
aurora	3.667244	184.49
aurora	3.667275	183.49
aurora	3.667293	183.49
aurora	3.667309	181.47
aurora	3.667323	181.46
aurora	3.673338	185.36
aurora	3.673405	185.40
aurora	3.673469	183.44
aurora	3.673484	183.40
aurora	3.673501	181.56
aurora	3.673545	181.55
aurora	3.681107	187.01
aurora	3.681153	187.02
aurora	3.691281	195.17
aurora	3.691308	195.16
aurora	3.691329	193.25
aurora	3.691357	193.24
aurora	3.691366	191.18
aurora	3.691391	191.16
aurora	3.691411	189.23
aurora	3.691443	189.23
aurora	3.691487	187.21
aurora	3.691503	187.19
aurora	3.691530	185.29
aurora	3.691551	185.28
aurora	3.691565	183.20
aurora	3.691574	183.17
aurora	3.691598	181.19
aurora	3.691618	181.17
aurora	3.691630	178.60
aurora	3.691651	178.56
aurora	3.693535	179.09
aurora	3.693561	179.06
aurora	3.694779	178.26
aurora	3.694802	178.25
aurora	3.696995	178.45
aurora	3.697021	178.44
aurora	3.699193	178.61
aurora	3.701404	180.79
aurora	3.701439	178.87
aurora	3.701452	178.85
aurora	3.703626	178.91
aurora	3.703650	178.90
aurora	3.705798	179.08
aurora	3.705823	179.07
aurora	3.708264	179.50
aurora	3.708289	179.50
aurora	3.709382	178.65
aurora	3.709408	178.64
aurora	3.711736	178.92
aurora	3.711774	178.93
aurora	3.713824	178.96
aurora	3.713843	178.94
aurora	3.716032	179.08
aurora	3.716059	179.07
aurora	3.717120	178.20
aurora	3.717149	178.21
aurora	3.726287	185.30
aurora	3.726315	185.30
aurora	3.726384	183.33
aurora	3.726428	183.30
aurora	3.726446	177.47
aurora	3.726455	177.44
aurora	3.726486	177.46
aurora	3.726504	177.47
aurora	3.728783	179.63
aurora	3.728810	179.64
aurora	3.730858	179.59
aurora	3.730884	179.59
aurora	3.733017	179.78
aurora	3.743177	189.91
aurora	3.743215	187.85
aurora	3.743246	187.85
aurora	3.743255	185.97
aurora	3.743263	185.94
aurora	3.743272	183.80
aurora	3.743302	183.79
aurora	3.744367	182.92
aurora	3.744394	182.91
aurora	3.747895	184.39
aurora	3.747918	184.38
aurora	3.747940	182.44
aurora	3.747967	182.43
aurora	3.764559	197.06
aurora	3.764584	197.04
aurora	3.764610	194.95
aurora	3.764621	194.94
aurora	3.764630	193.01
aurora	3.764659	193.01
aurora	3.764684	190.87
aurora	3.764693	190.84
aurora	3.764711	188.83
aurora	3.764728	188.81
aurora	3.764742	186.97
aurora	3.764751	186.95
aurora	3.764768	184.83
aurora	3.764784	184.82
aurora	3.764797	182.95
aurora	3.764805	182.92
aurora	3.764826	180.76
aurora	3.764842	180.74
aurora	3.765787	179.39
aurora	3.765812	179.39
aurora	3.766884	178.24
aurora	3.766925	178.25
aurora	3.769219	178.27
aurora	3.769245	178.26
aurora	3.769267	176.10
aurora	3.771308	175.91
aurora	3.771335	175.90
aurora	3.771357	173.71
aurora	3.772465	174.79
aurora	3.782814	182.94
aurora	3.782841	182.93
aurora	3.782862	180.72
aurora	3.782872	180.69
aurora	3.782881	178.38
aurora	3.782889	178.35
aurora	3.791634	185.00
aurora	3.791658	185.00
aurora	3.797316	188.41
aurora	3.797353	188.42
aurora	3.798562	187.38
aurora	3.798583	187.37
aurora	3.798601	185.15
aurora	3.798610	185.12
aurora	3.798619	182.96
aurora	3.798647	182.94
aurora	3.801976	183.97
aurora	3.802009	183.97
aurora	3.803065	182.86
aurora	3.803089	182.85
aurora	3.804328	181.88
aurora	3.804353	181.87
aurora	3.805424	180.74
aurora	3.805443	180.73
aurora	3.807741	180.77
aurora	3.807767	180.76
aurora	3.809861	180.45
aurora	3.809887	180.44
aurora	3.812141	180.68
aurora	3.812168	180.67
aurora	3.814445	180.56
aurora	3.814472	180.55
aurora	3.814493	178.45
aurora	3.814504	178.43
aurora	3.817657	179.22
aurora	3.817681	179.22
aurora	3.817722	177.23
aurora	3.817732	177.22
aurora	3.820131	177.33
aurora	3.820157	177.32
aurora	3.820179	175.17
aurora	3.820208	175.17
aurora	3.821145	173.84
aurora	3.821177	173.84
aurora	3.823600	174.04
aurora	3.823624	174.04
aurora	3.826652	174.84
aurora	3.826676	174.82
aurora	3.826696	172.61
aurora	3.826706	172.59
aurora	3.829001	172.51
aurora	3.829025	172.51
aurora	3.830088	171.51
aurora	3.830121	171.50
aurora	3.832430	171.47
aurora	3.832459	171.47
aurora	3.832477	169.29
aurora	3.832486	169.27
aurora	3.833573	168.16
aurora	3.833591	168.14
aurora	3.834598	166.99
aurora	3.836777	169.13
aurora	3.837850	167.98
aurora	3.837868	167.98
aurora	3.842003	169.46
aurora	3.842029	169.42
aurora	3.842051	167.69
aurora	3.842076	167.66
aurora	3.842086	165.37
aurora	3.842094	165.34
aurora	3.843178	164.31
aurora	3.843204	164.30
aurora	3.846054	164.89
aurora	3.846079	164.87
aurora	3.847198	163.73
aurora	3.847225	163.72
aurora	3.850524	164.87
aurora	3.850546	164.85
aurora	3.851722	163.79
aurora	3.851747	163.78
aurora	3.852846	162.66
aurora	3.852863	162.60
aurora	3.855092	162.62
aurora	3.855120	162.62
aurora	3.865024	170.35
aurora	3.865050	170.34
aurora	3.869715	172.80
aurora	3.869743	172.81
aurora	3.869767	170.55
aurora	3.869777	170.53
aurora	3.869809	168.35
aurora	3.869829	168.33
aurora	3.869844	166.15
aurora	3.870728	166.97
aurora	3.874171	168.21
aurora	3.874193	168.18
aurora	3.875391	167.14
aurora	3.875432	167.14
aurora	3.878605	168.13
aurora	3.878635	168.14
aurora	3.880795	168.00
aurora	3.880821	167.99
aurora	3.881945	166.93
aurora	3.881971	166.92
aurora	3.885649	168.41
aurora	3.885674	168.38
aurora	3.887791	168.31
aurora	3.887818	168.28
aurora	3.888880	167.07
aurora	3.888900	167.06
aurora	3.890072	166.02
aurora	3.890098	166.01
aurora	3.892424	166.07
aurora	3.892469	166.08
aurora	3.894567	165.97
aurora	3.894595	165.95
aurora	3.896688	165.91
aurora	3.896712	165.91
aurora	3.905705	172.65
aurora	3.905730	172.64
aurora	3.905755	170.41
aurora	3.905772	170.39
aurora	3.905817	168.24
aurora	3.906971	169.36
aurora	3.908093	168.25
aurora	3.908120	168.25
aurora	3.910591	168.51
aurora	3.910620	168.49
aurora	3.911558	167.16
aurora	3.911576	167.14
aurora	3.912677	166.09
aurora	3.912704	166.09
aurora	3.912729	163.85
aurora	3.914757	163.57
aurora	3.916844	165.62
aurora	3.919888	166.47
aurora	3.919912	166.43
aurora	3.920986	165.34
aurora	3.921005	165.32
aurora	3.921710	163.84
aurora	3.921728	163.83
aurora	3.925002	164.88
aurora	3.925030	164.88
aurora	3.925093	162.67
aurora	3.925142	162.68
aurora	3.926178	161.52
aurora	3.926203	161.50
aurora	3.929524	162.60
aurora	3.929551	162.59
aurora	3.929576	160.43
aurora	3.929592	160.40
aurora	3.931631	160.19
aurora	3.931653	160.19
aurora	3.932756	159.01
aurora	3.932785	159.00
aurora	3.941561	165.55
aurora	3.941586	165.54
aurora	3.941611	163.20
aurora	3.941626	163.17
aurora	3.941679	161.23
aurora	3.941716	161.21
aurora	3.941739	159.00
aurora	3.941760	159.00
aurora	3.941802	156.80
aurora	3.941833	156.78
aurora	3.942661	155.44
aurora	3.943175	155.92
aurora	3.945430	155.91
aurora	3.945456	155.91
aurora	3.946464	154.68
aurora	3.946486	154.66
aurora	3.948599	154.58
aurora	3.948625	154.56
aurora	3.949641	153.39
aurora	3.949675	153.39
aurora	3.951867	153.36
aurora	3.951890	153.34
aurora	3.952183	151.42
aurora	3.952199	151.41
aurora	3.954308	151.28
aurora	3.954335	151.28
aurora	3.954385	149.07
aurora	3.954405	149.03
aurora	3.957649	150.09
aurora	3.957681	150.08
aurora	3.957708	147.91
aurora	3.957725	147.89
aurora	3.957774	145.69
aurora	3.957808	145.67
aurora	3.963271	148.89
aurora	3.963299	148.89
aurora	3.963335	146.74
aurora	3.963352	146.72
aurora	3.963400	144.58
aurora	3.963427	144.57
aurora	3.964349	143.14
aurora	3.967931	146.69
aurora	3.967974	144.58
aurora	3.967993	144.57
aurora	3.969085	143.48
aurora	3.969105	143.47
aurora	3.971269	143.41
aurora	3.971297	143.41
aurora	3.972371	142.24
aurora	3.972392	142.22
aurora	3.974478	142.11
aurora	3.974500	142.11
aurora	3.975670	141.01
aurora	3.975689	140.99
aurora	3.978018	141.12
aurora	3.978036	141.11
aurora	3.978122	138.98
aurora	3.978136	138.96
aurora	3.980294	138.86
aurora	3.980322	138.86
aurora	3.981407	137.70
aurora	3.981426	137.67
aurora	3.983687	137.73
aurora	3.983715	137.72
aurora	3.985991	137.82
aurora	3.986018	137.81
aurora	3.987080	136.63
aurora	3.987110	136.63
aurora	3.989202	136.48
aurora	3.989222	136.44
aurora	3.990435	135.46
aurora	3.990456	135.44
aurora	3.991662	134.47
aurora	3.992752	135.53
aurora	3.994811	135.35
aurora	3.994841	135.32
aurora	3.995888	134.14
aurora	3.995911	134.14
aurora	3.999022	135.05
aurora	3.999042	135.03
aurora	4.000156	133.87
aurora	4.000175	133.86
aurora	4.000196	131.72
aurora	4.000211	131.69
aurora	4.001305	130.54
aurora	4.001331	130.53
aurora	4.002737	129.67
aurora	4.002770	129.66
aurora	4.005110	129.79
aurora	4.005130	129.77
aurora	4.005152	127.60
aurora	4.005167	127.58
aurora	4.007279	127.46
aurora	4.007299	127.44
aurora	4.007320	125.29
aurora	4.007335	125.28
aurora	4.009633	125.29
aurora	4.009658	125.26
aurora	4.010689	124.15
aurora	4.010715	124.14
aurora	4.011759	122.96
aurora	4.011778	122.95
aurora	4.021392	130.29
aurora	4.021417	130.28
aurora	4.022447	129.07
aurora	4.022467	129.05
aurora	4.022489	126.91
aurora	4.022504	126.89
aurora	4.022548	124.72
aurora	4.022570	124.72
aurora	4.022595	122.45
aurora	4.022610	122.42
aurora	4.027624	125.23
aurora	4.027649	125.22
aurora	4.027672	123.01
aurora	4.027690	120.79
aurora	4.027746	120.82
aurora	4.027785	118.65
aurora	4.027813	118.65
aurora	4.027831	116.42
aurora	4.027859	116.41
aurora	4.032148	118.48
aurora	4.032174	118.47
aurora	4.033284	117.36
aurora	4.033325	117.36
aurora	4.034391	116.20
aurora	4.034418	116.18
aurora	4.048051	127.60
aurora	4.048075	127.58
aurora	4.048100	125.40
aurora	4.048115	125.38
aurora	4.048160	123.20
aurora	4.048197	123.20
aurora	4.048217	121.01
aurora	4.048248	120.97
aurora	4.048288	118.82
aurora	4.048315	118.82
aurora	4.049199	117.46
aurora	4.049219	117.44
aurora	4.053425	119.44
aurora	4.053451	119.43
aurora	4.054451	118.21
aurora	4.054478	118.20
aurora	4.056595	118.10
aurora	4.056624	118.09
aurora	4.057179	116.46
aurora	4.059448	118.70
aurora	4.061660	118.65
aurora	4.061687	118.64
aurora	4.062743	117.47
aurora	4.062775	117.47
aurora	4.063919	116.37
aurora	4.063945	116.36
aurora	4.064955	115.16
aurora	4.064992	115.17
aurora	4.067119	115.07
aurora	4.067165	115.08
aurora	4.067190	112.84
aurora	4.067207	112.81
aurora	4.068318	111.76
aurora	4.068344	111.75
aurora	4.068385	109.57
aurora	4.068402	109.56
aurora	4.077826	116.79
aurora	4.077854	116.78
aurora	4.077880	114.54
aurora	4.077896	114.51
aurora	4.077913	112.30
aurora	4.077971	112.32
aurora	4.078027	110.18
aurora	4.078062	110.17
aurora	4.078081	107.97
aurora	4.078096	107.95
aurora	4.078988	106.63
aurora	4.079022	106.63
aurora	4.079050	104.41
aurora	4.079066	104.39
aurora	4.079119	102.25
aurora	4.079147	102.23
aurora	4.079168	100.03
aurora	4.079201	100.04
aurora	4.079221	97.86
aurora	4.079250	97.86
aurora	4.080061	96.41
aurora	4.080086	96.40
aurora	4.080111	94.18
aurora	4.080127	94.17
aurora	4.081143	93.01
aurora	4.081164	93.00
aurora	4.082848	92.42
aurora	4.082868	92.40
aurora	4.082892	90.20
aurora	4.082907	90.18
aurora	4.084070	89.14
aurora	4.084096	89.13
aurora	4.084121	86.93
aurora	4.084138	86.91
aurora	4.087164	87.72
aurora	4.087188	87.71
aurora	4.087212	85.49
aurora	4.087228	85.47
aurora	4.089108	85.14
aurora	4.089128	85.13
aurora	4.089150	82.93
aurora	4.089167	82.89
aurora	4.090240	81.80
aurora	4.090258	81.78
aurora	4.091355	80.63
aurora	4.091400	80.64
aurora	4.092097	79.11
aurora	4.092116	79.10
aurora	4.101383	86.13
aurora	4.101427	86.14
aurora	4.102419	84.91
aurora	4.102445	84.91
aurora	4.102469	82.71
aurora	4.102485	82.69
aurora	4.102533	80.49
aurora	4.102562	80.49
aurora	4.102580	78.25
aurora	4.102595	78.23
aurora	4.102624	76.08
aurora	4.102662	76.08
aurora	4.107658	78.91
aurora	4.107701	78.92
aurora	4.109576	78.56
aurora	4.109602	78.55
aurora	4.112709	79.40
aurora	4.112751	79.36
aurora	4.112774	77.20
aurora	4.112790	77.19
aurora	4.112832	75.01
aurora	4.112870	75.02
aurora	4.112888	72.79
aurora	4.112933	72.80
aurora	4.112951	70.60
aurora	4.112986	70.60
aurora	4.117614	73.02
aurora	4.117639	73.01
aurora	4.117663	70.77
aurora	4.117680	70.75
aurora	4.117733	68.62
aurora	4.117764	68.61
aurora	4.118570	67.24
aurora	4.118596	67.24
aurora	4.118621	65.00
aurora	4.118635	64.98
aurora	4.118681	62.75
aurora	4.118713	62.74
aurora	4.119680	61.54
aurora	4.119715	61.54
aurora	4.120860	60.47
aurora	4.129914	67.26
aurora	4.129938	67.26
aurora	4.129961	65.04
aurora	4.129976	65.03
aurora	4.130021	62.83
aurora	4.130081	62.85
aurora	4.130098	60.67
aurora	4.130113	60.65
aurora	4.130153	58.72
aurora	4.130183	58.72
aurora	4.130203	56.69
aurora	4.130219	56.67
aurora	4.130925	55.35
aurora	4.130945	55.34
aurora	4.132139	54.54
aurora	4.132165	54.53
aurora	4.133949	54.35
aurora	4.133974	54.35
aurora	4.133998	52.36
aurora	4.134013	52.34
aurora	4.134883	51.16
aurora	4.134903	51.14
aurora	4.138102	52.34
aurora	4.138120	52.33
aurora	4.138141	50.31
aurora	4.138156	50.29
aurora	4.139273	49.42
aurora	4.139299	49.41
aurora	4.141201	49.29
aurora	4.142309	50.36
aurora	4.143437	49.45
aurora	4.143474	49.45
aurora	4.144584	48.60
aurora	4.144599	48.58
aurora	4.146294	48.27
aurora	4.146312	48.25
aurora	4.147451	47.39
aurora	4.147470	47.37
aurora	4.148568	46.45
aurora	4.148586	46.44
aurora	4.149222	45.11
aurora	4.149245	45.10
aurora	4.150367	44.17
aurora	4.150408	44.17
aurora	4.152401	44.13
aurora	4.152421	44.12
aurora	4.153470	43.19
aurora	4.153493	43.17
aurora	4.154521	42.17
aurora	4.154541	42.15
aurora	4.155676	41.35
aurora	4.155694	41.31
aurora	4.156776	40.37
aurora	4.156799	40.36
aurora	4.161139	42.71
aurora	4.161159	42.70
aurora	4.161178	40.69
aurora	4.161193	40.67
aurora	4.165607	43.10
aurora	4.165628	43.09
aurora	4.165650	41.13
aurora	4.165666	41.10
aurora	4.165738	39.12
aurora	4.165762	39.11
aurora	4.166744	38.09
aurora	4.166770	38.08
aurora	4.169857	39.14
aurora	4.169880	39.13
aurora	4.170976	38.28
aurora	4.170996	38.26
aurora	4.172065	37.32
aurora	4.172089	37.31
aurora	4.172113	35.29
aurora	4.172128	35.27
aurora	4.181941	43.08
aurora	4.181970	43.07
aurora	4.181997	41.12
aurora	4.182013	41.12
aurora	4.192074	49.10
aurora	4.192100	49.09
aurora	4.192123	47.11
aurora	4.192138	47.09
aurora	4.192191	45.16
aurora	4.192234	45.16
aurora	4.192264	43.18
aurora	4.192333	43.22
aurora	4.192352	41.23
aurora	4.192387	41.23
aurora	4.192406	39.24
aurora	4.192440	39.24
aurora	4.192458	37.25
aurora	4.192489	37.25
aurora	4.192506	35.25
aurora	4.192570	35.28
aurora	4.192591	33.28
aurora	4.192606	33.25
aurora	4.194214	32.88
aurora	4.194241	32.84
aurora	4.195311	31.92
aurora	4.195335	31.91
aurora	4.195359	29.91
aurora	4.195392	29.91
aurora	4.198278	30.81
aurora	4.198304	30.80
aurora	4.199461	30.00
aurora	4.199488	30.00
aurora	4.201417	29.87
aurora	4.201445	29.86
aurora	4.203431	29.84
aurora	4.203452	29.82
aurora	4.203476	27.82
aurora	4.203492	27.80
aurora	4.205468	27.79
aurora	4.205486	27.78
aurora	4.207667	27.95
aurora	4.207687	27.93
aurora	4.209811	28.04
aurora	4.209841	28.04
aurora	4.209868	26.04
aurora	4.209884	26.03
aurora	4.211954	26.11
aurora	4.211975	26.10
aurora	4.213155	25.31
aurora	4.213174	25.30
aurora	4.214372	24.45
aurora	4.214400	24.44
aurora	4.215770	23.84
aurora	4.215793	23.82
aurora	4.216929	22.91
aurora	4.216955	22.89
aurora	4.219015	22.96
aurora	4.219036	22.94
aurora	4.220137	22.04
aurora	4.221265	23.13
aurora	4.223421	23.29
aurora	4.223441	23.27
aurora	4.223470	21.28
aurora	4.225476	21.25
aurora	4.235103	30.84
aurora	4.235145	28.88
aurora	4.235163	28.86
aurora	4.235261	26.92
aurora	4.235307	26.91
aurora	4.235324	24.94
aurora	4.235369	24.95
aurora	4.235403	23.01
aurora	4.235418	22.98
aurora	4.235459	21.05
aurora	4.235488	21.04
aurora	4.249296	32.81
aurora	4.249322	32.80
aurora	4.259615	41.13
aurora	4.259648	41.13
aurora	4.259677	39.16
aurora	4.259695	39.15
aurora	4.259760	37.20
aurora	4.259784	37.20
aurora	4.259801	35.16
aurora	4.259844	35.17
aurora	4.259865	33.21
aurora	4.259881	33.20
aurora	4.259916	31.17
aurora	4.259940	31.16
aurora	4.260619	29.88
aurora	4.260642	29.87
aurora	4.260667	27.85
aurora	4.260683	27.83
aurora	4.260720	25.85
aurora	4.260743	25.83
aurora	4.260760	23.90
aurora	4.260775	23.87
aurora	4.260826	21.91
aurora	4.260852	21.87
aurora	4.266710	25.69
aurora	4.266739	25.69
aurora	4.266762	23.73
aurora	4.266777	23.71
aurora	4.267876	22.79
aurora	4.267901	22.78
aurora	4.270007	22.89
aurora	4.271084	23.92
aurora	4.271124	21.96
aurora	4.271141	21.95
aurora	4.273227	22.03
aurora	4.274378	23.15
aurora	4.276475	23.27
aurora	4.276518	23.28
aurora	4.277963	22.68
aurora	4.277992	22.67
aurora	4.281059	23.73
aurora	4.283101	25.71
aurora	4.284244	24.88
aurora	4.284287	24.87
aurora	4.296701	34.87
aurora	4.296732	34.87
aurora	4.296761	33.34
aurora	4.296778	33.32
aurora	4.296853	31.36
aurora	4.296897	31.37
aurora	4.297907	30.37
aurora	4.297928	30.36
aurora	4.297950	28.37
aurora	4.297964	28.35
aurora	4.300046	28.42
aurora	4.300073	28.42
aurora	4.301156	27.47
aurora	4.301182	27.46
aurora	4.303253	27.55
aurora	4.303282	27.51
aurora	4.303307	25.56
aurora	4.303324	25.54
aurora	4.306454	26.66
aurora	4.306484	26.66
aurora	4.308726	26.87
aurora	4.308766	26.87
aurora	4.310816	26.94
aurora	4.310843	26.93
aurora	4.311882	25.90
aurora	4.311907	25.90
aurora	4.312984	24.82
aurora	4.316179	27.99
aurora	4.317230	26.92
aurora	4.317254	26.92
aurora	4.321552	29.10
aurora	4.321584	29.09
aurora	4.321610	27.05
aurora	4.321626	27.02
aurora	4.323723	27.01
aurora	4.323750	27.01
aurora	4.324806	25.92
aurora	4.324832	25.91
aurora	4.326891	25.86
aurora	4.326913	25.86
aurora	4.329126	25.95
aurora	4.329149	25.94
aurora	4.329170	23.85
aurora	4.329185	23.80
aurora	4.331300	23.83
aurora	4.331327	23.82
aurora	4.332256	22.67
aurora	4.332281	22.66
aurora	4.334430	22.65
aurora	4.334462	22.65
aurora	4.336515	22.65
aurora	4.336550	22.65
aurora	4.338094	22.04
aurora	4.339180	23.05
aurora	4.341467	23.27
aurora	4.341490	23.27
aurora	4.341512	21.17
aurora	4.341535	21.16
aurora	4.343582	21.11
aurora	4.345684	23.17
aurora	4.347676	23.09
aurora	4.347700	23.08
aurora	4.350930	24.16
aurora	4.350952	24.15
aurora	4.350973	22.06
aurora	4.350988	22.04
aurora	4.352304	21.26
aurora	4.353443	22.36
aurora	4.356976	23.53
aurora	4.358283	24.80
aurora	4.358316	22.53
aurora	4.358334	22.51
aurora	4.360495	22.38
aurora	4.366735	28.58
aurora	4.366776	26.26
aurora	4.366821	26.27
aurora	4.366842	24.00
aurora	4.366858	23.98
aurora	4.366897	21.63
aurora	4.366943	21.65
aurora	4.369871	22.25
aurora	4.371315	21.31
aurora	4.373463	23.43
aurora	4.374545	22.19
aurora	4.374567	22.18
aurora	4.375652	20.96
aurora	4.377184	22.45
aurora	4.378282	21.24
aurora	4.379402	22.33
aurora	4.380528	21.08
aurora	4.390235	30.75
aurora	4.390291	28.49
aurora	4.390336	28.50
aurora	4.390387	26.19
aurora	4.390402	26.17
aurora	4.390456	23.91
aurora	4.390491	23.91
aurora	4.390526	21.61
aurora	4.390540	21.60
aurora	4.396638	25.34
aurora	4.396663	25.33
aurora	4.396685	23.02
aurora	4.396700	23.00
aurora	4.405421	29.46
aurora	4.405465	29.48
aurora	4.405488	27.11
aurora	4.405503	27.09
aurora	4.410093	29.36
aurora	4.410117	29.34
aurora	4.410156	27.03
aurora	4.410171	27.01
aurora	4.410219	24.74
aurora	4.410240	24.73
aurora	4.410263	22.41
aurora	4.410278	22.39
aurora	4.411581	21.39
aurora	4.412632	22.42
aurora	4.422181	29.59
aurora	4.422211	29.58
aurora	4.424359	29.44
aurora	4.424383	29.39
aurora	4.424406	27.11
aurora	4.424420	27.05
aurora	4.428071	28.40
aurora	4.428101	28.36
aurora	4.428139	26.15
aurora	4.428155	26.14
aurora	4.428198	23.80
aurora	4.428225	23.78
aurora	4.428242	21.48
aurora	4.428256	21.46
aurora	4.430410	21.27
aurora	4.439803	30.64
aurora	4.440902	29.40
aurora	4.440926	29.39
aurora	4.440948	27.08
aurora	4.440962	27.06
aurora	4.441005	24.77
aurora	4.441047	24.78
aurora	4.441063	22.47
aurora	4.441078	22.45
aurora	4.442301	21.33
aurora	4.443413	22.41
aurora	4.444528	21.20
aurora	4.446608	23.24
aurora	4.448213	22.50
aurora	4.448233	22.48
aurora	4.449303	21.24
aurora	4.451744	23.65
aurora	4.452837	22.42
aurora	4.452865	22.41
aurora	4.453989	21.23
aurora	4.455347	22.56
aurora	4.458871	23.75
aurora	4.459940	24.79
aurora	4.461143	23.66
aurora	4.461165	23.64
aurora	4.461182	21.27
aurora	4.461192	21.23
aurora	4.467538	25.28
aurora	4.467565	25.26
aurora	4.467588	22.97
aurora	4.467599	22.94
aurora	4.468467	21.48
aurora	4.469575	22.55
aurora	4.471017	21.64
aurora	4.471037	21.62
aurora	4.472195	20.50
aurora	4.473268	21.53
aurora	4.475948	21.89
aurora	4.476155	22.07
aurora	4.477267	20.77
aurora	4.478422	21.89
aurora	4.481082	22.15
aurora	4.482172	23.20
aurora	4.483260	21.86
aurora	4.483288	21.85
aurora	4.485646	21.83
aurora	4.486763	22.90
aurora	4.488133	21.88
aurora	4.489223	22.95
aurora	4.490554	21.85
aurora	4.490584	21.85
aurora	4.494183	23.02
aurora	4.496591	25.40
aurora	4.497765	24.19
aurora	4.497795	24.18
aurora	4.499185	23.17
aurora	4.499211	23.16
aurora	4.500208	21.71
aurora	4.500233	21.70
aurora	4.501301	20.36
aurora	4.502731	21.75
