Scheme	Time (s)	Delay (ms)
bbr	4.062187	90.07
bbr	4.063213	89.86
bbr	4.064365	90.98
bbr	4.067795	93.18
bbr	4.067867	93.22
bbr	4.067891	91.99
bbr	4.068673	92.74
bbr	4.077383	100.17
bbr	4.077472	100.23
bbr	4.077494	99.00
bbr	4.077534	99.00
bbr	4.077552	90.72
bbr	4.078578	91.70
bbr	4.078613	91.12
bbr	4.078694	91.17
bbr	4.078717	89.92
bbr	4.078773	89.94
bbr	4.078795	88.74
bbr	4.079688	89.60
bbr	4.080895	89.64
bbr	4.082254	90.97
bbr	4.082293	89.77
bbr	4.082350	89.80
bbr	4.083434	89.67
bbr	4.084512	90.73
bbr	4.086668	91.59
bbr	4.086751	91.61
bbr	4.088690	89.66
bbr	4.089941	90.86
bbr	4.091092	91.36
bbr	4.093068	93.31
bbr	4.093155	88.30
bbr	4.093248	88.34
bbr	4.101946	96.45
bbr	4.103138	97.62
bbr	4.103181	94.17
bbr	4.103225	94.19
bbr	4.103240	91.15
bbr	4.103267	91.14
bbr	4.107273	92.53
bbr	4.108489	93.72
bbr	4.111249	94.15
bbr	4.113364	96.24
bbr	4.113396	95.64
bbr	4.113432	95.66
bbr	4.113455	92.43
bbr	4.117811	96.77
bbr	4.117850	93.56
bbr	4.117863	93.52
bbr	4.117903	91.67
bbr	4.118867	92.60
bbr	4.118903	92.06
bbr	4.118952	92.08
bbr	4.119971	91.66
bbr	4.121179	92.85
bbr	4.131159	101.99
bbr	4.131220	101.98
bbr	4.131236	98.39
bbr	4.131247	98.36
bbr	4.131256	97.82
bbr	4.131265	97.80
bbr	4.131273	96.66
bbr	4.131307	96.67
bbr	4.133212	88.00
bbr	4.133285	88.00
bbr	4.134242	88.39
bbr	4.137665	91.75
bbr	4.138819	91.88
bbr	4.139821	92.85
bbr	4.142965	92.53
bbr	4.143077	92.54
bbr	4.144110	93.07
bbr	4.144175	93.08
bbr	4.146271	92.29
bbr	4.147426	93.42
bbr	4.148511	89.41
bbr	4.149378	90.26
bbr	4.151636	91.96
bbr	4.152739	93.04
bbr	4.153968	79.68
bbr	4.154910	80.58
bbr	4.155984	81.07
bbr	4.157061	82.12
bbr	4.159174	83.19
bbr	4.160417	84.41
bbr	4.165833	88.73
bbr	4.165968	88.83
bbr	4.166003	87.81
bbr	4.166027	87.79
bbr	4.166987	87.06
bbr	4.170039	90.07
bbr	4.170113	83.36
bbr	4.171120	84.33
bbr	4.172245	84.88
bbr	4.181783	94.39
bbr	4.181847	92.72
bbr	4.192420	103.24
bbr	4.192511	102.81
bbr	4.192533	102.80
bbr	4.192571	67.86
bbr	4.192590	67.83
bbr	4.192622	67.30
bbr	4.192640	67.29
bbr	4.192690	66.30
bbr	4.192710	66.26
bbr	4.192724	65.23
bbr	4.194680	67.16
bbr	4.195280	66.66
bbr	4.195363	66.69
bbr	4.198510	68.77
bbr	4.199558	69.80
bbr	4.201638	70.74
bbr	4.202754	71.79
bbr	4.203837	71.92
bbr	4.205265	73.32
bbr	4.206439	73.38
bbr	4.208520	75.42
bbr	4.209747	75.64
bbr	4.210941	76.80
bbr	4.213033	77.80
bbr	4.213109	77.83
bbr	4.214136	77.81
bbr	4.215444	79.09
bbr	4.216537	79.10
bbr	4.218666	81.18
bbr	4.218695	80.12
bbr	4.220797	82.15
bbr	4.221871	82.33
bbr	4.224999	85.43
bbr	4.225031	84.43
bbr	4.225057	84.42
bbr	4.226157	85.51
bbr	4.235036	94.38
bbr	4.235090	93.41
bbr	4.235108	93.39
bbr	4.235120	92.31
bbr	4.235165	92.31
bbr	4.235205	91.26
bbr	4.235236	91.25
bbr	4.249382	104.42
bbr	4.249436	104.44
bbr	4.259169	113.14
bbr	4.259225	113.17
bbr	4.259248	112.15
bbr	4.259283	112.15
bbr	4.259298	111.16
bbr	4.260297	112.12
bbr	4.261655	112.42
bbr	4.261726	112.46
bbr	4.261755	107.87
bbr	4.261792	107.86
bbr	4.261806	107.33
bbr	4.261829	107.33
bbr	4.261842	106.36
bbr	4.261865	106.34
bbr	4.261877	105.38
bbr	4.267081	110.56
bbr	4.267114	109.58
bbr	4.267149	109.60
bbr	4.267178	108.60
bbr	4.267199	108.59
bbr	4.269203	109.65
bbr	4.270424	110.84
bbr	4.271492	110.97
bbr	4.274598	114.04
bbr	4.275649	114.17
bbr	4.276880	115.37
bbr	4.278064	115.60
bbr	4.280389	117.89
bbr	4.282540	116.67
bbr	4.284820	118.87
bbr	4.296286	129.93
bbr	4.296361	129.99
bbr	4.296395	129.04
bbr	4.298174	130.79
bbr	4.298217	129.92
bbr	4.299288	130.93
bbr	4.300498	130.82
bbr	4.302298	132.59
bbr	4.303458	133.30
bbr	4.305261	135.07
bbr	4.309443	138.36
bbr	4.310589	139.48
bbr	4.311667	139.66
bbr	4.312874	140.84
bbr	4.316339	143.34
bbr	4.317520	144.48
bbr	4.321040	141.18
bbr	4.321870	141.97
bbr	4.324169	143.81
bbr	4.324306	143.92
bbr	4.326245	142.22
bbr	4.328447	144.41
bbr	4.329529	139.34
bbr	4.331940	141.72
bbr	4.333136	142.37
bbr	4.333207	142.40
bbr	4.335319	143.72
bbr	4.336271	144.57
bbr	4.338474	146.07
bbr	4.339194	146.74
bbr	4.341313	148.01
bbr	4.341393	148.05
bbr	4.344414	149.92
bbr	4.346510	151.96
bbr	4.348119	153.06
bbr	4.349224	154.14
bbr	4.350173	154.22
bbr	4.352910	156.88
bbr	4.354034	151.12
bbr	4.354091	151.16
bbr	4.357032	141.75
bbr	4.357102	141.78
bbr	4.359105	143.33
bbr	4.360787	144.98
bbr	4.366875	151.04
bbr	4.366958	151.10
bbr	4.366983	150.36
bbr	4.367023	150.37
bbr	4.367042	149.51
bbr	4.368999	151.44
bbr	4.370245	151.85
bbr	4.370304	151.87
bbr	4.371363	152.11
bbr	4.373501	154.22
bbr	4.374575	154.38
bbr	4.375620	155.37
bbr	4.377642	154.42
bbr	4.379715	156.47
bbr	4.379743	154.35
bbr	4.380952	155.53
bbr	4.390394	161.75
bbr	4.390518	161.85
bbr	4.390552	159.81
bbr	4.390577	159.78
bbr	4.390589	155.56
bbr	4.390615	155.55
bbr	4.396302	159.57
bbr	4.396382	159.56
bbr	4.396416	157.79
bbr	4.396477	157.81
bbr	4.396492	156.61
bbr	4.396536	156.60
bbr	4.396551	153.55
bbr	4.396578	153.55
bbr	4.406217	159.07
bbr	4.406293	159.12
bbr	4.406314	157.93
bbr	4.409131	160.69
bbr	4.409161	152.20
bbr	4.409173	152.17
bbr	4.409180	151.72
bbr	4.411500	154.02
bbr	4.413708	155.42
bbr	4.413840	155.52
bbr	4.413894	141.32
bbr	4.422965	150.37
bbr	4.423055	132.75
bbr	4.424193	133.85
bbr	4.424276	133.49
bbr	4.429426	138.62
bbr	4.429495	137.84
bbr	4.429530	137.84
bbr	4.429566	137.01
bbr	4.430637	138.05
bbr	4.439206	145.80
bbr	4.440335	146.90
bbr	4.440404	146.14
bbr	4.440441	146.15
bbr	4.440483	145.35
bbr	4.440524	145.36
bbr	4.442510	146.41
bbr	4.444623	148.49
bbr	4.444696	147.79
bbr	4.446729	149.80
bbr	4.447501	149.72
bbr	4.448664	150.84
bbr	4.449808	149.18
bbr	4.452044	151.36
bbr	4.452175	151.09
bbr	4.453363	152.24
bbr	4.454445	152.49
bbr	4.459139	157.16
bbr	4.459211	156.35
bbr	4.460313	157.43
bbr	4.461475	149.60
bbr	4.467306	155.41
bbr	4.467403	140.87
bbr	4.467456	140.88
bbr	4.467499	140.45
bbr	4.468424	141.32
bbr	4.469367	141.43
bbr	4.470581	142.59
bbr	4.472771	144.01
bbr	4.472840	144.05
bbr	4.473980	144.37
bbr	4.475888	146.26
bbr	4.476915	146.32
bbr	4.478017	147.38
bbr	4.480129	147.12
bbr	4.480196	147.16
bbr	4.482347	144.58
bbr	4.483482	145.69
bbr	4.483522	140.66
bbr	4.484205	141.32
bbr	4.486237	139.48
bbr	4.488797	142.02
bbr	4.489944	141.02
bbr	4.491134	142.19
bbr	4.491166	140.57
bbr	4.494624	144.00
bbr	4.496336	141.64
bbr	4.497483	142.76
bbr	4.501046	144.45
bbr	4.501121	144.49
bbr	4.501144	141.70
bbr	4.502222	142.75
bbr	4.504126	141.45
bbr	4.505260	142.54
bbr	4.506104	139.33
bbr	4.507203	140.40
bbr	4.508691	132.86
bbr	4.509351	133.48
bbr	4.511431	135.12
bbr	4.511497	135.16
bbr	4.512555	135.39
bbr	4.513684	136.49
bbr	4.514741	130.64
bbr	4.515863	131.70
bbr	4.515893	131.32
bbr	4.518038	133.41
bbr	4.519184	129.85
bbr	4.519247	129.88
bbr	4.520290	130.47
bbr	4.522342	132.50
bbr	4.522378	131.70
bbr	4.525038	134.33
bbr	4.527114	133.05
bbr	4.527191	133.06
bbr	4.529324	134.74
bbr	4.542634	147.99
bbr	4.542671	140.47
bbr	4.547792	145.52
bbr	4.547849	145.21
bbr	4.547885	145.22
bbr	4.547911	144.31
bbr	4.549150	145.47
bbr	4.551197	139.54
bbr	4.552420	140.73
bbr	4.554548	142.41
bbr	4.555641	143.48
bbr	4.565180	152.21
bbr	4.565246	152.25
bbr	4.567283	148.85
bbr	4.567363	148.88
bbr	4.568408	149.49
bbr	4.568491	149.55
bbr	4.569527	149.72
bbr	4.571355	151.51
bbr	4.573507	152.81
bbr	4.575205	154.47
bbr	4.578644	150.90
bbr	4.580525	152.74
bbr	4.583796	155.60
bbr	4.583865	155.65
bbr	4.585828	154.07
bbr	4.588119	156.32
bbr	4.588156	155.88
bbr	4.589272	156.94
bbr	4.591588	156.33
bbr	4.591665	156.36
bbr	4.596065	160.34
bbr	4.596151	160.39
bbr	4.596178	141.94
bbr	4.597142	142.85
bbr	4.597165	142.85
bbr	4.599484	144.74
bbr	4.600665	145.04
bbr	4.602772	147.12
bbr	4.602807	146.26
bbr	4.605003	148.42
bbr	4.605416	139.35
bbr	4.606520	140.42
bbr	4.609899	143.37
bbr	4.611221	144.67
bbr	4.613302	145.89
bbr	4.614863	147.41
bbr	4.614900	146.60
bbr	4.617203	148.88
bbr	4.618300	149.13
bbr	4.619368	150.17
bbr	4.620472	136.89
bbr	4.622602	138.55
bbr	4.625674	141.60
bbr	4.625734	140.75
bbr	4.627007	142.00
bbr	4.627390	141.60
bbr	4.628538	142.72
bbr	4.629651	142.99
bbr	4.630823	144.13
bbr	4.633932	146.37
bbr	4.635060	147.47
bbr	4.636078	141.46
bbr	4.637549	142.87
bbr	4.638678	143.58
bbr	4.647591	152.47
bbr	4.647688	151.68
bbr	4.647701	151.66
bbr	4.647726	150.89
bbr	4.648462	151.60
bbr	4.656798	159.09
bbr	4.659334	161.60
bbr	4.659427	160.62
bbr	4.659444	160.62
bbr	4.659470	155.96
bbr	4.659482	155.92
bbr	4.659492	155.52
bbr	4.660320	156.33
bbr	4.667031	162.19
bbr	4.667076	162.21
bbr	4.667118	156.56
bbr	4.667132	156.55
bbr	4.668139	157.54
bbr	4.671201	150.86
bbr	4.672341	151.94
bbr	4.674432	153.63
bbr	4.676953	156.13
bbr	4.678177	156.52
bbr	4.680454	158.76
bbr	4.681505	155.65
bbr	4.682640	156.75
bbr	4.684834	158.48
bbr	4.685937	159.56
bbr	4.687007	159.82
bbr	4.689108	161.88
bbr	4.691055	162.99
bbr	4.692174	164.07
bbr	4.692206	160.66
bbr	4.694295	162.72
bbr	4.696999	162.12
bbr	4.698875	163.93
bbr	4.699531	164.18
bbr	4.700619	165.22
bbr	4.711543	174.44
bbr	4.711612	174.45
bbr	4.712641	175.07
bbr	4.715136	177.54
bbr	4.717219	174.84
bbr	4.719716	177.27
bbr	4.720804	177.96
bbr	4.722850	179.97
bbr	4.723932	178.41
bbr	4.727105	181.56
bbr	4.727138	177.06
bbr	4.728129	178.02
bbr	4.730365	177.07
bbr	4.732547	179.22
bbr	4.733707	167.72
bbr	4.735689	169.68
bbr	4.737791	168.18
bbr	4.737848	168.18
bbr	4.740916	170.81
bbr	4.743044	172.92
bbr	4.745126	172.23
bbr	4.745191	172.27
bbr	4.748320	172.39
bbr	4.749465	173.50
bbr	4.750665	161.31
bbr	4.753012	163.60
bbr	4.754571	164.72
bbr	4.756662	166.78
bbr	4.768847	178.09
bbr	4.768925	178.13
bbr	4.770512	176.90
bbr	4.770574	176.93
bbr	4.770601	173.47
bbr	4.772788	175.63
bbr	4.774810	171.13
bbr	4.790390	186.69
bbr	4.790435	185.17
bbr	4.794502	189.21
bbr	4.795279	185.34
bbr	4.798573	188.58
bbr	4.799706	189.27
bbr	4.801839	191.38
bbr	4.803963	169.96
bbr	4.805144	171.10
bbr	4.807076	172.59
bbr	4.815222	180.71
bbr	4.815306	179.97
bbr	4.815371	180.00
bbr	4.815427	179.17
bbr	4.815475	179.19
bbr	4.817337	180.19
bbr	4.818516	181.34
bbr	4.820593	182.57
bbr	4.823658	185.61
bbr	4.823698	184.82
bbr	4.825879	186.97
bbr	4.825918	186.21
bbr	4.825937	186.20
bbr	4.837609	197.01
bbr	4.837679	197.06
bbr	4.837703	196.26
bbr	4.855430	213.97
bbr	4.855510	213.19
bbr	4.855549	213.22
bbr	4.855640	212.45
bbr	4.855747	212.54
bbr	4.855767	208.54
bbr	4.855804	208.56
bbr	4.856562	208.28
bbr	4.856648	208.34
bbr	4.856688	204.76
bbr	4.858643	206.67
bbr	4.871864	219.48
bbr	4.871937	219.53
bbr	4.871977	213.93
bbr	4.872020	213.95
bbr	4.872041	211.88
bbr	4.872082	211.89
bbr	4.872101	203.72
bbr	4.872190	203.77
bbr	4.880272	211.41
bbr	4.880340	211.45
bbr	4.880364	206.80
bbr	4.880408	206.82
bbr	4.883755	202.05
bbr	4.887720	205.96
bbr	4.898384	216.22
bbr	4.898468	216.28
bbr	4.898510	215.47
bbr	4.898525	215.44
bbr	4.898563	214.64
bbr	4.898621	214.67
bbr	4.898657	210.31
bbr	4.898696	210.28
bbr	4.898717	209.91
bbr	4.899527	210.70
bbr	4.900664	208.02
bbr	4.901322	208.66
bbr	4.902390	204.75
bbr	4.903644	205.97
bbr	4.904576	205.17
bbr	4.905695	206.26
bbr	4.906934	203.02
bbr	4.909144	205.20
bbr	4.909182	203.16
bbr	4.911130	205.08
bbr	4.912974	203.81
bbr	4.913043	203.86
bbr	4.914057	199.12
bbr	4.915196	200.19
bbr	4.917276	201.89
bbr	4.917353	201.94
bbr	4.918079	199.59
bbr	4.919228	200.72
bbr	4.920416	197.75
bbr	4.921466	198.78
bbr	4.922607	188.71
bbr	4.924418	190.47
bbr	4.925528	191.15
bbr	4.926631	192.20
bbr	4.928733	189.63
bbr	4.929871	190.74
bbr	4.931961	189.68
bbr	4.932021	185.08
bbr	4.934043	187.06
bbr	4.935064	180.79
bbr	4.935087	180.78
bbr	4.938258	176.61
bbr	4.938297	176.62
bbr	4.940117	171.13
bbr	4.941287	172.26
bbr	4.942432	166.05
bbr	4.943481	167.06
bbr	4.944527	160.79
bbr	4.946693	162.89
bbr	4.948415	157.45
bbr	4.950614	159.62
bbr	4.951640	153.29
bbr	4.952726	154.33
bbr	4.954794	149.12
bbr	4.957133	151.43
bbr	4.958200	145.15
bbr	4.960312	147.23
bbr	4.960379	139.99
bbr	4.960422	139.96
bbr	4.961427	133.71
bbr	4.963404	135.65
bbr	4.968905	141.12
bbr	4.968945	141.15
bbr	4.968994	133.99
bbr	4.974118	139.08
bbr	4.975222	132.84
bbr	4.975253	132.81
bbr	4.975269	125.51
bbr	4.975307	125.47
bbr	4.975383	118.30
bbr	4.983187	126.04
bbr	4.983258	118.85
bbr	4.983297	118.83
bbr	4.983337	111.56
bbr	4.983391	111.58
bbr	4.983432	104.38
bbr	4.983452	104.37
bbr	4.983492	97.03
bbr	4.983511	89.72
bbr	4.983551	89.72
bbr	4.984275	83.14
bbr	4.985394	84.22
bbr	4.986497	78.04
bbr	4.986559	78.07
bbr	4.989215	73.45
bbr	4.990336	74.54
bbr	4.991550	68.41
bbr	4.991608	68.44
bbr	4.992811	62.34
bbr	4.994967	64.46
bbr	4.995001	57.20
bbr	4.995031	57.20
bbr	4.997874	52.73
bbr	4.997905	52.73
bbr	4.998967	46.48
bbr	5.000077	47.56
bbr	5.009164	49.29
bbr	5.009201	49.28
bbr	5.009260	42.11
bbr	5.009275	42.08
bbr	5.009298	34.80
bbr	5.009311	34.76
bbr	5.009336	34.76
bbr	5.009349	34.76
bbr	5.009376	27.51
bbr	5.009388	27.49
bbr	5.010350	21.14
bbr	5.011151	21.90
bbr	5.017790	21.23
bbr	5.018866	22.28
bbr	5.031063	27.19
bbr	5.031100	27.20
bbr	5.032222	20.98
bbr	5.034573	23.30
bbr	5.039523	20.93
bbr	5.041685	23.06
bbr	5.043719	22.65
bbr	5.045882	24.78
bbr	5.046993	23.40
bbr	5.047028	23.41
bbr	5.048680	22.52
bbr	5.049812	23.62
bbr	5.051129	22.44
bbr	5.051166	22.42
bbr	5.053840	22.69
bbr	5.053874	22.70
bbr	5.054940	21.23
bbr	5.056254	22.52
bbr	5.068412	32.15
bbr	5.070344	34.05
bbr	5.070432	31.64
bbr	5.071399	32.58
bbr	5.071462	30.21
bbr	5.071481	30.20
bbr	5.071518	27.69
bbr	5.071536	27.67
bbr	5.071549	25.21
bbr	5.072556	26.19
bbr	5.072584	23.75
bbr	5.075456	26.59
bbr	5.075509	24.14
bbr	5.076626	25.22
bbr	5.079108	25.21
bbr	5.079178	25.25
bbr	5.079195	22.78
bbr	5.080263	23.79
bbr	5.090203	31.28
bbr	5.090278	31.33
bbr	5.090308	28.86
bbr	5.090332	28.86
bbr	5.090345	26.35
bbr	5.090354	26.33
bbr	5.090363	23.83
bbr	5.090372	23.81
bbr	5.091549	22.50
bbr	5.092651	23.57
bbr	5.094073	22.52
bbr	5.094118	22.53
bbr	5.097608	23.51
bbr	5.097647	23.52
bbr	5.097685	21.04
bbr	5.099695	23.00
bbr	5.108153	29.04
bbr	5.108199	29.05
bbr	5.108253	26.62
bbr	5.108274	26.61
bbr	5.108311	24.15
bbr	5.108331	24.13
bbr	5.108366	21.65
