Scheme	Time (s)	Delay (ms)
bbr	3.941338	99.14
bbr	3.941380	99.14
bbr	3.941395	99.15
bbr	3.941423	99.16
bbr	3.943394	89.13
bbr	3.944875	90.57
bbr	3.945999	80.25
bbr	3.947127	81.34
bbr	3.949084	72.08
bbr	3.949144	72.10
bbr	3.951194	63.26
bbr	3.952271	64.30
bbr	3.953400	54.55
bbr	3.954482	55.59
bbr	3.958882	49.11
bbr	3.958942	49.13
bbr	3.958959	38.27
bbr	3.963997	43.26
bbr	3.964036	32.39
bbr	3.964085	32.40
bbr	3.965090	22.57
bbr	3.967751	25.18
bbr	3.974859	21.38
bbr	3.975985	22.46
bbr	3.985033	20.68
bbr	3.986122	21.73
bbr	3.997678	22.35
bbr	3.999772	24.41
bbr	4.000853	21.71
bbr	4.001739	22.54
bbr	4.005980	23.18
bbr	4.007069	24.23
bbr	4.007104	20.60
bbr	4.009613	23.08
bbr	4.011308	21.02
bbr	4.021229	30.90
bbr	4.022317	28.33
bbr	4.022427	28.41
bbr	4.022450	24.68
bbr	4.022496	24.69
bbr	4.022516	21.01
bbr	4.027168	25.62
bbr	4.027208	21.97
bbr	4.027268	22.00
bbr	4.031457	22.50
bbr	4.033539	24.55
bbr	4.035289	22.56
bbr	4.047374	34.61
bbr	4.047411	30.93
bbr	4.047429	30.91
bbr	4.047470	27.26
bbr	4.048463	28.21
bbr	4.049121	25.20
bbr	4.054234	30.28
bbr	4.054272	27.36
bbr	4.057325	30.38
bbr	4.057362	27.42
bbr	4.060256	30.28
bbr	4.061124	28.23
bbr	4.062222	29.30
bbr	4.063303	27.42
bbr	4.064098	28.16
bbr	4.066177	27.26
bbr	4.066228	27.27
bbr	4.067132	25.26
bbr	4.069226	27.32
bbr	4.078192	33.27
bbr	4.078266	33.31
bbr	4.078285	30.43
bbr	4.078301	30.40
bbr	4.078316	27.48
bbr	4.078367	27.49
bbr	4.078389	24.54
bbr	4.078403	24.52
bbr	4.078417	21.58
bbr	4.078431	21.56
bbr	4.081317	21.50
bbr	4.081351	21.50
bbr	4.084240	21.39
bbr	4.084268	21.37
bbr	4.087327	21.46
bbr	4.087361	21.46
bbr	4.090155	21.29
bbr	4.090191	21.29
bbr	4.093147	21.32
bbr	4.101076	29.21
bbr	4.103168	31.29
bbr	4.103199	31.31
bbr	4.103210	28.36
bbr	4.103219	28.33
bbr	4.103228	23.47
bbr	4.108258	28.47
bbr	4.108320	23.49
bbr	4.112194	27.33
bbr	4.113287	23.51
bbr	4.113318	23.50
bbr	4.119067	24.30
bbr	4.119103	24.29
bbr	4.121271	21.51
bbr	4.129157	29.36
bbr	4.129216	24.48
bbr	4.129241	24.47
bbr	4.132039	22.31
bbr	4.132080	22.31
bbr	4.137292	22.54
bbr	4.139188	24.40
bbr	4.141343	21.64
bbr	4.143463	23.73
bbr	4.146216	21.52
bbr	4.148381	23.64
bbr	4.150037	20.34
bbr	4.152044	22.31
bbr	4.154299	21.42
bbr	4.154337	21.42
bbr	4.159456	23.32
bbr	4.160498	24.32
bbr	4.165972	26.95
bbr	4.166005	26.94
bbr	4.166016	24.01
bbr	4.166026	23.98
bbr	4.167042	22.09
bbr	4.170141	25.15
bbr	4.170201	22.41
bbr	4.172315	24.48
bbr	4.173882	23.12
bbr	4.181467	30.66
bbr	4.181531	27.78
bbr	4.192366	38.57
bbr	4.192428	35.74
bbr	4.192441	35.72
bbr	4.192450	32.87
bbr	4.192459	32.83
bbr	4.192467	30.01
bbr	4.192493	30.00
bbr	4.192502	27.02
bbr	4.192511	26.99
bbr	4.192520	24.19
bbr	4.194373	26.00
bbr	4.195436	24.07
bbr	4.195499	24.10
bbr	4.198216	23.89
bbr	4.200118	25.73
bbr	4.202005	24.83
bbr	4.203205	26.00
bbr	4.203236	23.14
bbr	4.206015	25.88
bbr	4.207106	24.10
bbr	4.208231	25.18
bbr	4.209366	23.37
bbr	4.210442	24.41
bbr	4.213577	24.63
bbr	4.213651	24.65
bbr	4.214737	22.86
bbr	4.216636	24.71
bbr	4.216677	21.89
bbr	4.218743	23.93
bbr	4.218782	21.11
bbr	4.220906	23.18
bbr	4.222061	21.35
bbr	4.224227	23.48
bbr	4.224266	20.67
bbr	4.225378	21.73
bbr	4.234462	27.95
bbr	4.234535	27.99
bbr	4.234556	25.06
bbr	4.234591	25.06
bbr	4.234609	22.18
bbr	4.235628	23.17
bbr	4.249862	34.51
bbr	4.249926	34.53
bbr	4.260616	45.21
bbr	4.260698	45.28
bbr	4.260729	42.42
bbr	4.260755	42.40
bbr	4.260768	39.58
bbr	4.260794	39.53
bbr	4.260808	36.64
bbr	4.260835	36.61
bbr	4.260848	33.79
bbr	4.260875	33.78
bbr	4.260888	30.83
bbr	4.260913	30.82
bbr	4.260925	27.96
bbr	4.260950	27.95
bbr	4.260962	25.14
bbr	4.266625	30.77
bbr	4.266698	27.84
bbr	4.266711	27.80
bbr	4.267795	26.10
bbr	4.267833	26.10
bbr	4.269878	25.18
bbr	4.270961	26.21
bbr	4.272006	24.38
bbr	4.274132	26.47
bbr	4.274210	23.70
bbr	4.276265	25.72
bbr	4.278145	24.67
bbr	4.280412	26.91
bbr	4.282855	26.50
bbr	4.285018	28.62
bbr	4.296688	37.34
bbr	4.296726	37.34
bbr	4.296757	34.54
bbr	4.298525	36.27
bbr	4.298562	33.46
bbr	4.299670	34.53
bbr	4.300424	32.41
bbr	4.302779	34.73
bbr	4.303375	32.41
bbr	4.305677	34.68
bbr	4.308375	34.45
bbr	4.310246	36.28
bbr	4.311367	34.53
bbr	4.312713	35.84
bbr	4.316191	36.44
bbr	4.317271	37.48
bbr	4.320195	37.55
bbr	4.321312	38.60
bbr	4.323771	38.14
bbr	4.324819	39.15
bbr	4.326950	38.41
bbr	4.329012	40.44
bbr	4.329554	38.06
bbr	4.331667	40.14
bbr	4.333731	39.36
bbr	4.333815	39.41
bbr	4.336602	39.32
bbr	4.336668	39.35
bbr	4.338355	38.12
bbr	4.340443	40.17
bbr	4.341572	38.38
bbr	4.341641	38.41
bbr	4.343711	37.60
bbr	4.345821	39.67
bbr	4.347195	38.21
bbr	4.349285	40.27
bbr	4.352284	40.39
bbr	4.353369	41.42
bbr	4.353404	38.53
bbr	4.356379	41.46
bbr	4.357502	39.70
bbr	4.358188	40.36
bbr	4.361086	40.43
bbr	4.366250	45.56
bbr	4.366295	42.72
bbr	4.366313	42.69
bbr	4.366375	39.80
bbr	4.366420	39.81
bbr	4.367330	37.90
bbr	4.369454	40.00
bbr	4.370840	38.39
bbr	4.371917	39.43
bbr	4.374977	42.48
bbr	4.375040	42.53
bbr	4.376128	40.81
bbr	4.378562	43.20
bbr	4.378600	40.38
bbr	4.379726	41.48
bbr	4.381785	40.60
bbr	4.389176	47.95
bbr	4.389216	45.16
bbr	4.389259	45.17
bbr	4.389273	42.25
bbr	4.389283	42.20
bbr	4.389306	39.34
bbr	4.396314	46.31
bbr	4.396353	43.45
bbr	4.396391	43.46
bbr	4.396406	40.57
bbr	4.396416	40.54
bbr	4.396425	37.72
bbr	4.396434	37.67
bbr	4.396453	34.87
bbr	4.406035	44.39
bbr	4.406073	41.48
bbr	4.406086	41.45
bbr	4.408224	40.78
bbr	4.408286	40.80
bbr	4.408301	37.85
bbr	4.408311	37.82
bbr	4.412757	39.42
bbr	4.412820	39.45
bbr	4.412836	36.55
bbr	4.412846	36.51
bbr	4.422498	43.29
bbr	4.422564	43.31
bbr	4.424261	42.19
bbr	4.424321	42.20
bbr	4.428459	43.39
bbr	4.428517	43.42
bbr	4.428533	40.61
bbr	4.428544	40.58
bbr	4.430252	39.36
bbr	4.439333	48.40
bbr	4.440533	46.73
bbr	4.440571	46.74
bbr	4.440608	43.90
bbr	4.440623	43.88
bbr	4.440634	40.98
bbr	4.442853	43.16
bbr	4.443976	41.43
bbr	4.445025	42.43
bbr	4.446161	40.63
bbr	4.447264	41.69
bbr	4.448627	40.23
bbr	4.450907	42.47
bbr	4.452015	40.63
bbr	4.452051	40.63
bbr	4.453167	38.77
bbr	4.454378	39.95
bbr	4.458999	41.84
bbr	4.459037	41.83
bbr	4.460156	40.04
bbr	4.461336	41.18
bbr	4.467049	44.03
bbr	4.467086	44.03
bbr	4.467122	41.14
bbr	4.467137	41.13
bbr	4.468164	39.30
bbr	4.469368	40.47
bbr	4.470469	39.27
bbr	4.472758	41.53
bbr	4.472819	39.20
bbr	4.473815	40.16
bbr	4.476120	40.16
bbr	4.476160	40.16
bbr	4.477299	39.13
bbr	4.479395	41.19
bbr	4.480645	40.17
bbr	4.483035	42.53
bbr	4.483104	40.27
bbr	4.483122	40.26
bbr	4.484240	39.01
bbr	4.487596	42.34
bbr	4.488157	40.70
bbr	4.489305	41.80
bbr	4.490424	42.90
bbr	4.491608	44.08
bbr	4.494264	44.54
bbr	4.496578	46.83
bbr	4.497676	45.70
bbr	4.499082	47.08
bbr	4.500221	45.85
bbr	4.501815	47.41
bbr	4.504081	47.43
bbr	4.504120	47.43
bbr	4.505729	46.84
bbr	4.506827	47.89
bbr	4.507415	46.16
bbr	4.508466	47.18
bbr	4.509470	45.93
bbr	4.510578	47.02
bbr	4.511739	45.97
bbr	4.513796	48.00
bbr	4.513859	45.75
bbr	4.514962	46.80
bbr	4.516014	45.60
bbr	4.516049	45.60
bbr	4.517107	44.37
bbr	4.519242	46.46
bbr	4.519300	44.32
bbr	4.520483	45.47
bbr	4.521614	44.26
bbr	4.522669	45.28
bbr	4.524813	45.23
bbr	4.525950	46.34
bbr	4.527694	45.79
bbr	4.529760	47.82
bbr	4.542245	58.08
bbr	4.542279	58.09
bbr	4.547508	59.49
bbr	4.547544	59.49
bbr	4.547578	55.69
bbr	4.547595	55.67
bbr	4.549708	53.97
bbr	4.550790	55.01
bbr	4.553095	53.58
bbr	4.555087	55.54
bbr	4.555145	51.80
bbr	4.565145	61.76
bbr	4.565217	58.00
bbr	4.567291	60.04
bbr	4.567358	56.34
bbr	4.567374	56.32
bbr	4.567398	52.48
bbr	4.569799	54.84
bbr	4.571344	52.59
bbr	4.573402	54.61
bbr	4.575265	52.75
bbr	4.578441	55.88
bbr	4.581292	54.94
bbr	4.582371	55.99
bbr	4.583487	53.30
bbr	4.585210	54.98
bbr	4.587458	53.61
bbr	4.588443	54.55
bbr	4.589520	52.92
bbr	4.591318	54.69
bbr	4.591379	52.05
bbr	4.594504	55.12
bbr	4.594565	52.51
bbr	4.595885	53.79
bbr	4.597349	52.66
bbr	4.597385	52.65
bbr	4.599825	52.53
bbr	4.600213	52.88
bbr	4.602388	52.62
bbr	4.602419	52.62
bbr	4.604471	52.15
bbr	4.605285	52.92
bbr	4.606405	51.50
bbr	4.609948	55.01
bbr	4.611290	53.93
bbr	4.612425	55.02
bbr	4.614964	55.05
bbr	4.615005	55.06
bbr	4.617430	54.96
bbr	4.618525	56.02
bbr	4.619974	55.01
bbr	4.621035	56.03
bbr	4.623118	58.09
bbr	4.625275	60.23
bbr	4.625334	57.83
bbr	4.626445	58.90
bbr	4.627477	57.42
bbr	4.628570	58.48
bbr	4.630143	57.61
bbr	4.630977	58.41
bbr	4.634115	59.04
bbr	4.634152	59.04
bbr	4.635189	57.61
bbr	4.636267	58.65
bbr	4.638453	58.42
bbr	4.647483	67.41
bbr	4.647549	65.01
bbr	4.647571	65.01
bbr	4.647601	62.57
bbr	4.648587	63.53
bbr	4.656346	68.81
bbr	4.659975	72.41
bbr	4.660030	69.99
bbr	4.660046	69.97
bbr	4.660077	67.54
bbr	4.660099	67.53
bbr	4.660126	65.09
bbr	4.660316	65.25
bbr	4.666416	68.88
bbr	4.666452	68.90
bbr	4.666489	66.43
bbr	4.667591	67.49
bbr	4.668673	66.14
bbr	4.671389	68.83
bbr	4.672511	67.43
bbr	4.674577	69.47
bbr	4.676374	68.82
bbr	4.678577	70.97
bbr	4.680255	70.19
bbr	4.681342	71.25
bbr	4.682544	69.95
bbr	4.684600	71.97
bbr	4.685684	70.65
bbr	4.686765	71.68
bbr	4.688956	71.38
bbr	4.690310	72.68
bbr	4.692523	72.44
bbr	4.692572	72.45
bbr	4.694498	71.96
bbr	4.696363	73.79
bbr	4.697428	72.30
bbr	4.699631	74.47
bbr	4.700249	72.66
bbr	4.710232	82.59
bbr	4.710289	80.22
bbr	4.712366	82.26
bbr	4.715335	82.74
bbr	4.717465	84.83
bbr	4.719696	84.58
bbr	4.720287	85.13
bbr	4.722453	84.88
bbr	4.723527	85.91
bbr	4.725297	85.21
bbr	4.727440	87.32
bbr	4.728622	86.07
bbr	4.730634	88.05
bbr	4.732769	87.69
bbr	4.733917	88.80
bbr	4.735503	87.88
bbr	4.737816	90.16
bbr	4.737889	87.85
bbr	4.740991	90.91
bbr	4.743090	90.47
bbr	4.745146	92.49
bbr	4.745210	90.17
bbr	4.747402	92.33
bbr	4.750122	92.58
bbr	4.750172	92.60
bbr	4.752340	92.19
bbr	4.754850	94.67
bbr	4.757115	94.56
bbr	4.768234	105.64
bbr	4.768309	103.27
bbr	4.770506	105.43
bbr	4.770682	105.59
bbr	4.770699	105.60
bbr	4.773008	105.34
bbr	4.775186	107.49
bbr	4.790451	120.37
bbr	4.790536	120.42
bbr	4.795552	123.00
bbr	4.795578	122.99
bbr	4.798073	123.03
bbr	4.799226	124.15
bbr	4.801529	123.98
bbr	4.803163	125.58
bbr	4.805447	125.39
bbr	4.806637	126.54
bbr	4.815768	133.17
bbr	4.815797	133.17
bbr	4.815808	130.72
bbr	4.815817	130.70
bbr	4.815826	128.24
bbr	4.818718	131.10
bbr	4.819816	129.70
bbr	4.821015	130.87
bbr	4.823576	131.02
bbr	4.823638	131.06
bbr	4.824665	129.58
bbr	4.825837	130.72
bbr	4.825868	128.29
bbr	4.837376	139.74
bbr	4.837448	137.39
bbr	4.837460	137.36
bbr	4.855989	153.35
bbr	4.856023	153.32
bbr	4.856034	150.95
bbr	4.856043	150.93
bbr	4.856052	148.45
bbr	4.856061	148.41
bbr	4.856070	145.98
bbr	4.858153	148.01
bbr	4.858184	145.62
bbr	4.858195	145.60
bbr	4.858204	143.05
bbr	4.870355	155.17
bbr	4.870395	152.80
bbr	4.870408	152.74
bbr	4.870417	150.32
bbr	4.870427	150.29
bbr	4.870436	147.87
bbr	4.871467	148.86
bbr	4.871498	146.43
bbr	4.880145	155.05
bbr	4.880175	145.99
bbr	4.880185	145.94
bbr	4.880195	144.76
bbr	4.884191	148.72
bbr	4.887311	148.92
bbr	4.897870	159.45
bbr	4.897903	155.59
bbr	4.897914	155.52
bbr	4.897924	153.50
bbr	4.897933	153.48
bbr	4.897942	149.05
bbr	4.897951	149.00
bbr	4.900142	148.66
bbr	4.900177	148.66
bbr	4.900194	143.47
bbr	4.900204	143.44
bbr	4.901291	142.03
bbr	4.902413	143.13
bbr	4.904533	141.97
bbr	4.904564	141.97
bbr	4.906796	140.33
bbr	4.906837	140.34
bbr	4.910087	141.43
bbr	4.910132	141.45
bbr	4.910189	138.45
bbr	4.911197	139.44
bbr	4.912354	136.14
bbr	4.913469	137.23
bbr	4.914176	123.37
bbr	4.917394	126.56
bbr	4.917466	125.40
bbr	4.918556	126.47
bbr	4.920811	126.24
bbr	4.920850	126.24
bbr	4.921926	118.89
bbr	4.923073	120.02
bbr	4.924130	111.87
bbr	4.925241	112.96
bbr	4.926310	107.15
bbr	4.927404	108.22
bbr	4.930707	106.92
bbr	4.930744	106.92
bbr	4.931777	106.73
bbr	4.934086	108.99
bbr	4.934151	105.62
bbr	4.935282	106.70
bbr	4.937409	99.75
bbr	4.938461	100.77
bbr	4.939663	100.99
bbr	4.941890	103.18
bbr	4.944027	101.10
bbr	4.944064	101.11
bbr	4.944076	98.00
bbr	4.946214	100.10
bbr	4.948294	101.13
bbr	4.950616	103.42
bbr	4.951776	102.62
bbr	4.952886	103.67
bbr	4.954119	76.25
bbr	4.955203	77.29
bbr	4.958380	79.49
bbr	4.959541	80.62
bbr	4.959609	78.68
bbr	4.960610	79.64
bbr	4.961705	78.81
bbr	4.964398	81.46
bbr	4.968971	84.08
bbr	4.969027	84.11
bbr	4.969051	82.16
bbr	4.974476	87.56
bbr	4.975612	86.68
bbr	4.975652	86.68
bbr	4.975713	63.45
bbr	4.975739	63.44
bbr	4.975790	61.81
bbr	4.981599	67.58
bbr	4.981697	64.41
bbr	4.981723	64.39
bbr	4.981754	61.09
bbr	4.981769	61.06
bbr	4.982706	58.75
bbr	4.982749	58.75
bbr	4.982815	55.49
bbr	4.983847	56.49
bbr	4.983896	53.27
bbr	4.984942	54.27
bbr	4.986039	52.03
bbr	4.987151	53.10
bbr	4.987216	49.92
bbr	4.989477	52.15
bbr	4.990596	49.92
bbr	4.991787	51.08
bbr	4.991852	47.85
bbr	4.992939	48.90
bbr	4.994100	46.81
bbr	4.994122	46.79
bbr	4.994133	43.51
bbr	4.997509	46.84
bbr	4.997553	43.60
bbr	4.998631	44.64
bbr	4.999795	42.51
bbr	5.008200	50.87
bbr	5.008237	47.61
bbr	5.008250	47.59
bbr	5.008259	45.11
bbr	5.008268	45.09
bbr	5.008278	42.62
bbr	5.009284	43.59
bbr	5.009356	41.23
bbr	5.009377	41.21
bbr	5.009402	38.77
bbr	5.009417	38.76
bbr	5.010393	37.22
bbr	5.011859	38.66
bbr	5.011924	36.31
bbr	5.012205	36.54
bbr	5.014337	36.18
bbr	5.015898	37.70
bbr	5.015962	37.76
bbr	5.015979	37.76
bbr	5.016970	36.30
bbr	5.018125	37.43
bbr	5.018191	35.06
bbr	5.019388	36.22
bbr	5.020800	35.11
bbr	5.022210	36.49
bbr	5.030771	42.61
bbr	5.030816	42.62
bbr	5.030875	28.69
bbr	5.030897	28.66
bbr	5.030940	27.48
bbr	5.030961	27.48
bbr	5.032203	26.24
bbr	5.034427	28.43
bbr	5.035918	27.42
bbr	5.038255	29.72
bbr	5.039363	28.38
bbr	5.041492	30.48
bbr	5.043636	30.14
bbr	5.045745	32.21
bbr	5.046818	30.81
bbr	5.046863	30.82
bbr	5.048223	29.77
bbr	5.049356	30.87
bbr	5.050854	29.89
bbr	5.051174	30.18
bbr	5.053433	29.97
bbr	5.053472	29.97
bbr	5.053521	27.52
bbr	5.054531	28.50
bbr	5.056165	27.70
bbr	5.056201	27.70
bbr	5.069064	38.10
bbr	5.069102	38.10
bbr	5.069115	35.59
bbr	5.071173	37.60
bbr	5.071212	35.24
bbr	5.071254	35.24
bbr	5.071269	32.79
bbr	5.071294	32.77
bbr	5.071307	30.30
bbr	5.072322	31.27
bbr	5.072361	28.68
bbr	5.074531	30.82
bbr	5.075940	29.95
bbr	5.077063	31.03
bbr	5.078310	29.82
bbr	5.078409	29.89
bbr	5.079595	28.62
bbr	5.080688	29.69
bbr	5.090964	37.49
bbr	5.091028	37.51
bbr	5.091045	35.08
bbr	5.091069	35.07
bbr	5.091084	32.60
bbr	5.091115	32.58
bbr	5.091130	30.14
bbr	5.091153	30.11
bbr	5.092105	28.55
bbr	5.092200	28.61
bbr	5.093439	27.43
bbr	5.094528	28.48
bbr	5.094566	26.09
bbr	5.097975	29.46
bbr	5.098011	27.01
bbr	5.098022	26.98
bbr	5.099095	25.58
bbr	5.107414	33.86
bbr	5.107447	31.48
bbr	5.107503	31.51
bbr	5.107536	29.07
bbr	5.107560	29.07
bbr	5.107574	26.60
bbr	5.107617	26.60
bbr	5.108596	25.08
bbr	5.108682	25.11
bbr	5.108703	22.69
bbr	5.109727	23.66
bbr	5.110814	22.34
bbr	5.110905	22.39
bbr	5.112247	23.72
bbr	5.112306	23.76
bbr	5.113481	22.47
bbr	5.114593	23.55
bbr	5.116120	22.65
bbr	5.116273	22.78
bbr	5.125341	29.35
bbr	5.125415	29.39
bbr	5.127554	29.06
bbr	5.127724	29.19
bbr	5.127748	26.71
bbr	5.127807	26.73
bbr	5.130662	27.18
bbr	5.130733	27.21
bbr	5.131153	25.10
bbr	5.131208	25.11
bbr	5.131245	22.69
bbr	5.131299	22.69
bbr	5.134982	24.01
bbr	5.135111	24.10
bbr	5.137186	23.61
bbr	5.137325	23.65
bbr	5.137363	21.25
bbr	5.139742	23.55
bbr	5.141102	22.63
bbr	5.150929	32.42
